Name,Description,founded year,total funding amount (in usd),number of funding rounds,last funding date,last funding amount (in usd),city,region,country,investor names,founder names,number of employees,sector,website,linkedin url,market_size_billion,cagr_percent,timing_score,competitor_count,market_stage,confidence_score_market,us_sentiment,sea_sentiment,total_funding_billion,momentum_score
Wird.,"Due to the crucial role email plays within our organizations, good email management contributes to increased worker productivity. But did you know that 37% of business opportunities received through email are not answered by Client Services Consultants and that 55% of churn intentions are conveyed through email? Or that 32% of emails containing requests have at least one instance of client insistence?  On average, a bank can lose $5,000 USD monthly per executive due to unanswered or belatedly-addressed business opportunities and churn threats.  So, what can we do? As team leaders we deal with extremely manual processes, such as asking for screenshots of inboxes, assigning teams to read and label emails daily, requesting consultants to transfer their email data to Excel, and buying CRM or sales software. However, we keep having the same problem and wish for a tool that would allow us to automate the process while giving us the visibility we need.   The solution already exists. At Wholemeaning we work with native Spanish Artificial Intelligence to create a tool that helps Sales and After-Sales Managers prioritize their emails and workload. Additionally, we provide real-time indicators to supervisors in order to control and improve daily management of their teams. As a result, we are able to help Consultants, Supervisors, Sales and Post-Sales Managers reach their satisfaction, retention, and sales goals, resulting in significantly more efficient teams (prioritization through the plugin, reports, and alerts all in real time).",2013,2600000.0,5,2022-04-13,1000000.0,San Mateo,California,United States,Alchemist Accelerator|Chile Ventures,Alejandro Feuereisen|Andres Vergara|Juan Jose Besa,30,"""AI-Driven Email Management for Sales Optimization""",https://www.wird.ai/,https://www.linkedin.com/company/wholemeaning/about/,0.15,10.0,2.5,10,unknown,0.85,3.5,2.8,0.1,2.0
Chicory,Chicory is a technology company that uses artificial intelligence to create digital grocery experiences. It transforms recipe content into commerce media. They create the infrastructure for grocery e-commerce transactions to take place across the web.,2013,2540000.0,4,2024-09-10,,New York,New York,United States,Gaingels|Alpaca VC|SEVA|(ERA) Entrepreneurs Roundtable Accelerator|Structure Capital,Joey Petracca|Yuni Sameshima,5,"""AI-Driven Digital Grocery Commerce Solutions""",http://www.chicory.co/,https://www.linkedin.com/company/chicory/,3.0,20.0,2.5,10,unknown,0.85,2.8,2.5,0.3,2.7
Aperiomics,"Aperiomics is the only company of its kind and scope in the world. We are revolutionizing the way that medical professionals around the world identify infections. Supported by the National Science Foundation, Aperiomics identifies every known bacteria, virus, fungus, and parasite through Deep Shotgun Metagenomic Sequencing, using our world renown database containing over 37,000 microbes. We help doctors and their patients identify the causes of infections that other tests cannot identify, thus streamlining the path to a positive clinical outcome. Many patients that we have helped were sick for years with no understanding of why. Patients and their physicians often contact Aperiomics after hearing about our life-changing success stories. Aperiomics was named Life Science Innovator of the Year in 2016 and International Start Up of the Year in 2018.",2013,5195344.0,6,2020-12-14,360000.0,Sterling,Virginia,United States,National Science Foundation|Propel(X)|VentureSouth|Tamiami Angel Funds|Central Texas Angel Network,Alvin Chen|Crystal Icenhour|Eduardo Castro-Nallar|Evan Johnson|Keith Crandall,5,"""Advanced Infectious Disease Genomic Diagnostics Solutions""",http://www.aperiomics.com/,http://www.linkedin.com/company/nextgen-diagnostics,10.0,8.0,3.5,20,unknown,0.85,4.0,3.5,1.5,3.5
Biometry,"myBiometry is developing a platform to monitor/manage patients with chronic disease using biomarker data from proprietary sensors and ML to identify patients at risk of treatment failure. Our initial focus is asthma where treatment failure occurs over 46% of the time (11.5M US patients, $80 billion). We are developing a single use, disposable sensor and device to track a biomarker of inflammation in breath. The data determines changes in adherence, treatment response, and risk of attack.",2013,5676000.0,7,2024-11-12,5000000.0,Boston,Massachusetts,United States,MassChallenge|Elevate Ventures|CareSource|MedTech Innovator|Sidecar Angels,Bryan Nolan,5,"""Chronic Disease Management through Biomarker Analytics""",https://www.mybiometry.com/,https://www.linkedin.com/company/mybiometry/,1.2,12.5,3.5,20,unknown,0.85,3.8,3.2,0.8,3.7
"Specular Theory, Inc.","Specular Theory is an award-winning immersive technology and content company based in Venice Beach, CA.,  that creates and distributes industry-leading immersive VR/AR/MR technologies and tools for the U.S. military and commercial enterprises.",2013,5700000.0,2,2021-06-03,4500000.0,Venice,California,United States,Toba Capital,Morris May|Ryan Pulliam,30,"""Immersive Military Training and Simulation Technologies""",http://www.speculartheory.com/,https://www.linkedin.com/company/specular-theory,7.5,6.0,3.8,20,unknown,0.85,4.2,3.7,1.2,3.5
"HyperVerge, Inc.","HyperVerge provides identity verification and fraud detection solutions for companies that are in industries like BFSI, crypto, telecom, e-commerce etc. We have verified more than 700 million identities till date across 190 countries Our proprietary AI models are engineered to work in real time even in low bandwidth environments, on low-end devices and enable us to innovate fast & add custom AI checks as new needs are identified.  Our customer onboarding stack reduces customer drop-offs and prevents millions of dollars of 1st/3rd party Identity fraud while ensuring KYC & AML compliance. Companies use our Identity Verification Platform for onboarding customers seamlessly, fraud check, face authentication, age verification, database checks, document verification, eKYC and other services.",2013,1000000.0,1,2015-08-17,1000000.0,Los Altos,California,United States,,Kedar Kulkarni|Kishore Natarajan|Praveen Kumar|Sai Venkatesh Ashokkumar|Vignesh Krishnakumar,175,"""AI-Driven Identity Verification and Fraud Detection Solutions""",https://www.hyperverge.co/,https://www.linkedin.com/company/hyperverge-inc-/mycompany/?viewAsMember=true,1.2,13.0,3.5,20,unknown,0.85,3.8,3.5,0.5,3.7
Plink,"Plink develops commerce automation software designed for assistance in transactions and building customer relationships. They allow businesses to add various features to their existing point-of-sale systems or countertop terminals to facilitate transactions with target customers, enabling local enterprises to take advantage of an array of collateral programs that ensure they generate sales and loyalty.",2013,12882661.0,7,2020-12-15,2999999.0,Santa Monica,California,United States,TTV Capital|Reciprocal Ventures|Crosscut Ventures|Bullpen Capital|IrishAngels,Mitch Jacobs|Scott Geye,30,"""Commerce Automation Software for Local Businesses""",https://www.plink.ai/,https://www.linkedin.com/company/fanbank,10.0,13.0,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Actasys,"Actasys is based in Brooklyn, NY with team members in Tel Aviv, Israel, and has a mission for all of its customers to trust their vision sensor data.  Vision sensors (camera, Lidar, infrared) are everywhere, yet they lose data when challenged by weather, heat and other impacts, which threatens safety and function.  Actasys solves this problem by detecting sensor impacts, correcting to restore perception and overheating, and reporting sensor diagnostic and health data.  By providing a suite of patent protected and proprietary technologies, Actasys empowers its customer to attain optimal sensor operation and achieve safety and functionality in the mobility, smart cities and smart manufacturing sectors.  Actasys has significant commercial traction, is a member of two leading mobility accelerators, and its seed investment round was co-led by Volvo Cars Tech Fund and Next Gear Ventures.",2013,6349300.0,4,2020-12-02,5000000.0,New York,New York,United States,NYSERDA|Next Gear Ventures|Volvo Cars Tech Fund|Cleantech Open,Daniele Gallardo|David Menicovich|Michael Amitay,30,"""Sensor Health Management for Autonomous Mobility Solutions""",http://www.actasysinc.com/,https://www.linkedin.com/company/actasys-inc,0.3,25.0,2.5,10,unknown,0.85,3.0,2.5,0.15,2.8
DecisionNext,"DecisionNext develops a predictive analytics platform that helps customers across industries make high-value decisions and improve end-to-end performance. DecisionNext solutions include commodity price forecasting, purchasing optimization, product mix optimization, capacity optimization, and pricing and promotion optimization.  Importantly, it is connecting these optimizations into a single system that delivers the most value to our customers.",2013,9000000.0,5,2022-12-02,,San Francisco,California,United States,Rally Ventures|Dalus Capital|Keiretsu Capital|Azure Capital Partners|Band of Angels,Bob Pierce|Graeme Stanway|Graeme Stanway|Michael Neal|Robert Pierce,30,"""Predictive Analytics for Business Decision Optimization""",http://www.decisionnext.com/,https://www.linkedin.com/company/decisionnext,2.2,9.9,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Zeacon,"Zeacon hosts, organizes and analyzes the videos on your website. Continuously learning to attract, engage and convert more visitors so you don't have to.",2013,1700000.0,2,2022-03-03,1700000.0,Bellevue,Washington,United States,,Jay Gounder|Kris Naidu,5,"""AI-Driven Video Content Optimization Platform""",https://zeacon.com/,https://www.linkedin.com/company/zeaconhq/,0.15,19.8,3.5,20,growth,0.85,3.8,3.5,0.3,3.7
Resonance AI,"Resonance AI specializes in the fields of artificial intelligence, analytics, and video streaming. Using advanced machine learning available, Resonance AI’s unmatched efficiency and accuracy enables quick decisions about content and talent grounded in real performance data. It was founded in 2013 and headquartered in Seattle, Washington.",2013,5758000.0,4,2020-09-22,2280000.0,Seattle,Washington,United States,Keiretsu Capital|Keiretsu Forum|Puget Sound Venture Club|Stonewood Investors,Randa Minkarah|Tom Chiarella,30,"""AI-Driven Video Streaming Analytics Solutions""",http://www.resonanceai.com/,https://www.linkedin.com/company/resonanceartificialintelligence/,1.2,15.0,3.5,15,unknown,0.85,3.8,3.5,0.5,3.2
Civil Maps,"The Civil Maps sensor-agnostic platform enables high-accuracy, low-cost 3D HD mapping and localization at scale. Auto OEMs, mapping companies, and mobility providers use our technology to advance their autonomous driving initiatives by integrating our localization technology with their decision-making stack and sensor configurations of choice. Civil Maps enables vehicles to develop and leverage their own “mental model” of the world; they can can create, utilize, and create maps with the industry’s most cost-effective, scalable, and robust methods available today. Civil Maps’ proprietary Fingerprint Basemap Technology is at the core of our offerings in sensor fusion, 3D mapping, centimeter-accurate localization at scale. While empowering vehicles with full environmental awareness and enhanced safety, Civil Maps is able to dramatically reduce the cost, compute, and energy requirements involved in continental-scale deployment of delivery bots and autonomous vehicles.",2013,19200000.0,7,2018-04-27,10000000.0,San Francisco,California,United States,Ford Motor|Scrum Ventures|Berkeley SkyDeck Fund|Motus Ventures|Elev8.VC,Anuj Gupta|Fabien Chraim|Scott Harvey|Sravan Puttagunta,30,"""3D Mapping and Localization for Autonomous Vehicles""",https://civilmaps.com/,https://www.linkedin.com/company/1166449,0.3,20.0,2.5,15,unknown,0.85,3.0,2.5,0.15,2.8
Augmented Pixels,"Augmented Pixels - a leader in precise 3D geolocation with the next generation of 3D maps crowdsourcing, on-cloud localization and AR navigation products on board.  Proprietary technologies:  - Real-time mono/stereo SLAM SDK with sensor fusion (Replacement of AR Kit / AR Core);  - Navigation SDK (3D Maps crowdsourcing, on-cloud localization, etc.).  Solutions:  - CorpMap.AI. B2B solution for facility management and indoor logistics optimization, which utilize SLAM SDK and Navigation SDK to solve end-business use cases;  - GlobalMap.AI. B2C solution for 3D maps crowdsourcing, which helps to create a ‘digital twin’ of Planet Earth, city or building with the lowest costs using unskilled workers like couriers, cleaners etc.",2013,6100000.0,10,2021-02-02,2000000.0,Palo Alto,California,United States,Plug and Play|The Hive|Presence Capital|AVentures Capital|ICU Ventures,Vitaliy Goncharuk|Vitaly Samoylik,30,"""3D Geolocation and Augmented Reality Navigation Solutions""",http://augmentedpixels.com/,https://www.linkedin.com/company/ar23d-agency/,0.3,30.0,2.5,20,unknown,0.85,3.5,3.0,0.15,2.8
Terminal.com,"We built a hypercloud with bare-metal performance.  A hypercloud is a 100% software configurable virtual datacenter that lives on top of physical hardware securely in your private datacenter, on the public clouds of AWS, GCE, and Azure, and on your laptop. Virtual Machines tax performance.  Containers are too new and insecure, forcing you to redesign app deployment flow. The hypercloud unit of computation is the Terminal Machine (TM, or just Terminal).  TMs are the best of both worlds: you get the security and familiarity of full operating system instances with the bare-metal speed and efficiency of containers. TMs rebalance and migrate seamlessly without reboot to maximize efficiency of your cluster.  Terminals resize from 1 CPU to 32 CPUs and 50GB of RAM when you need the power, in seconds, with no reboot. They automatically pause or shrink back down to save you money. “The software-defined data center is 10 years away,” they say. “The public cloud is too insecure,” they say. The hypercloud is the best of both worlds: you get the abstraction and power of the cloud, with the security of running everything in your own datacenter, plus the benefits of a hybrid cloud if you want both. Today. Who uses Terminal.com? Our users range from web app developers who spin up copies of their website in 5 seconds for QA and testing, to neuroscientists who analyze large FMRI datasets on computers that scale instantly, to online schools who teach people how to code using Terminal.com. RailsBridge relies on Terminal.com to teach first-time female engineers to code Ruby on Rails.  Top consultants at ZS Associates crunch numbers on our platform for data science tasks every day.  Professors at Carnegie-Mellon use Terminal.com to teach 100-student courses with no wasted effort.  Engineers across Silicon Valley know that Terminal.com is the easiest and most powerful tool for conducting coding interviews. Terminal.com provides the full suite of tools for the modern developer. How did Terminal.com start? When Varun Ganapathi’s family moved from India to Boston, Massachusetts in the 1980's, they started a small company called Terminal Exchange Systems. The company provided terminals to local companies so that they could remotely access huge, main-frame computers. Varun Ganapathi helped his father carry machines door to door, renting out both the hardware and software to local businesses. As he grew up, Varun’s commitment to computing didn’t disappear. He completed his computer science PhD at Stanford, sold over 1 million copies of his paid photography mobile app, Pro HDR, and sold his second company, Numovis, to Google. After two years as a Google Senior Research Scientist, Varun asked his father if he could use the company domain name, Terminal.com. Varun explained that he had plans for it, but this time there would be no need to carry hardware door to door. Today, Varun and his San Francisco-based team rent out browser-based virtual machines that they call Terminals to thousands of users across the globe giving them access to the infinite resources of the cloud. Users ranging from online education students to Dev-Ops professionals can now start, resize, and scale their own Terminals in a matter of seconds. Inside each Terminal, they discover an intuitive interface for creating, editing, and sharing programs. And they don’t even have to wait for them to be delivered to their door.",2013,6120718.0,1,2016-07-14,6120718.0,San Francisco,California,United States,,Danny Krause|Jeff Wu|Joseph Perla|Varun Ganapathi,30,"""Hybrid Cloud Infrastructure for Scalable Virtualization Solutions""",https://www.terminal.com/,https://www.linkedin.com/company/cloudlabs-inc-,21.27,30.19,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Unscrambl,"Unscrambl is an augmented intelligence company that is creating AI-powered cognitive agents for enterprises, disrupting traditional business processes - from how insights are accessed, to how decisions are made, to how actions are taken. Unscrambl's virtual employee, qbo, is a trusted digital employee, data superhero, and brilliant analyst, all rolled into one.  qbo Insights, Unsrcrambl’s flagship offering, enables business users to have a two-way conversation with a virtual business analyst in natural English language and receive deep insights and visualizations in return. This enables AI-powered insights on the fly, fueling productivity and creativity within the organization.  qbo Campaigns, Unscrambl’s real-time contextual marketing platform, reinvents customer engagement programs with continuous intelligence, boosting marketing productivity by over 40 percent, and leveraging real-time data to fuel customer communication. Unscrambl has been recognized by Gartner in the emerging space of 'Conversational Analytics' and 'Continuous Intelligence' for the last two consecutive years. Founded in 2013, Unscrambl is headquartered in Atlanta, USA, with offices in India, the Philippines, Singapore, and Turkey.",2013,10100000.0,2,2021-06-01,100000.0,Atlanta,Georgia,United States,gener8tor|Right Side Capital Management|Mosaik Partners,Anand Ranganathan|Buğra Gedik|Henrique Andrade|Niket Vaidya|Vibhore Kumar,75,"""Conversational AI for Business Insights and Analytics""",http://www.unscrambl.com/,https://www.linkedin.com/company/unscrambl/,0.3,30.0,3.5,15,growth,0.85,3.8,3.2,0.15,3.7
Blinkfire Analytics,"Blinkfire Analytics uses artificial intelligence and computer vision to analyze multimedia resources and generate reports for teams, players, creator, and brands so they can better engage their fans and sponsors. Its key technology allows publishers and brands to analyze social media consumption and brand engagement, not only in text but also images and video. The platform sits in the middle of the teams, players, brands, and fans to provide intelligence on social media publishing and sponsorship sales. It was founded in 2011 and is headquartered in Chicago, Illinois.",2013,2500000.0,3,2017-08-23,1600000.0,Chicago,Illinois,United States,Plug and Play|Harrison Metal|Andreas Mihalovits|Marc Bell Ventures|Plug and Play Spain,Juan-Luis Hortelano|Steve Olechowski,75,"""AI-Driven Sports Analytics and Engagement Solutions""",https://blinkfire.com/,https://www.linkedin.com/company/blinkfire,0.3,20.0,3.5,15,growth,0.85,3.8,3.2,0.15,3.5
Tamber,Tamber is a startup based on artificial intelligence. It provides greater training to creators to generate more income with the dissemination of content.,2013,2394992.0,2,2025-01-10,2394992.0,San Francisco,California,United States,Product Co-op,,5,"""AI-Driven Content Monetization Solutions for Creators""",https://www.tamber.com/,https://www.linkedin.com/company/tamber-inc.,0.1,25.0,2.0,5,unknown,0.85,2.5,2.0,0.05,2.0
FarEye,"FarEye’s AI-powered functionality optimizes end-to-end deliveries and provides recommendations driven by aggregation of insights. It empowers enterprises to gain real-time visibility, excel in the last mile, and deliver customer delight. FarEye has the vision to use aggregated data and real-time feedback to drive autonomous deliveries with autonomous vehicles and drones.  With 17 Gartner mentions, DHL, Hilti, UPS, Gordon Foods, Zalora, and 150 plus customers have laid trust in FarEye as their partner of choice across 30 countries. FarEye is empowering global enterprises to shrink delivery time by up to 27%, increase courier productivity by up to 15%, eliminate risks by up to 57%, and ensure operational excellence",2013,151163000.0,7,2021-05-25,100000000.0,Chicago,Illinois,United States,Elevation Capital|TCV|SAIF Partners|IAN Group|Fundamentum,Gaurav Srivastava|Kushal Nahata,750,"""AI-Driven Last Mile Delivery Optimization Solutions""",http://www.getfareye.com/,https://www.linkedin.com/company/fareye,0.3,20.0,2.5,10,unknown,0.85,3.0,2.5,0.15,2.8
Kasisto,"Kasisto enables financial institutions to service, engage, and acquire customers via human-like, intelligent conversations anytime, anywhere. Its digital experience platform, KAI, powers omnichannel virtual assistants and chatbots who are fluent in banking across mobile apps, websites, messaging platforms, and voice-enabled devices. The company was founded in 2013 by Dror Oren, Zor Gorelov, Sasha Caskey, and Ruth Brown and headquartered in New York, New York.",2013,81450000.0,9,2024-09-17,,New York,New York,United States,Two Sigma Ventures|DBS Bank|Oak HC/FT|Propel|Commerce Ventures,Dror Oren|Ruth Brown|Sasha Caskey|Zor Gorelov,30,"""AI-Driven Financial Services Conversational Interfaces""",http://www.kasisto.com/,https://www.linkedin.com/company/kasisto-inc/,0.15,30.0,2.5,10,unknown,0.85,2.8,2.5,0.05,2.8
WaitTime,"WaitTime's patent-pending crowd-science technology provides real-time information on fan traffic to major entertainment and sports venues. WaitTime gives stadium operations access to information on crowd movement, line length and line attrition, allowing them to proactively respond to the needs of fans where they are. This information results in increased venue efficiency, and creates the optimal fan experience. WaitTime is currently working with some of the most well known venues and major sports teams in the world to help them master crowd science, specifically as it relates to their venue and operations.",2013,914286.0,1,2017-06-12,914286.0,Detroit,Michigan,United States,,Zachary Klima,30,"""Real-Time Crowd Management Analytics for Venues""",http://www.thewaittimes.com/,https://www.linkedin.com/company/waittime,0.3,12.0,3.5,10,unknown,0.85,3.8,3.2,0.15,3.0
firstAI,firstAI harnesses user intelligence to extract information from interpretation intensive documentation. Their product can be used across financial services.,2013,3535000.0,3,2017-10-01,2000000.0,New York,New York,United States,Techstars|Right Side Capital Management|ValueStream Ventures|Frank Sica,Shaheen Kanda,30,"""AI-Driven Financial Document Analysis Solutions""",http://www.firstai.co/,https://www.linkedin.com/company/syndicated-loan-direct/,0.3,25.0,2.5,10,unknown,0.85,3.0,2.5,0.15,2.8
DWS Holdings Inc.,Primary focus: Machine-Learning Arbitrage/Proptech,2013,473500.0,1,2020-08-20,473500.0,New York,New York,United States,,,30,"""Machine Learning-Driven Real Estate Investment Solutions""",https://dwsholdco.com/,https://LinkedIn.com/company/dwsholdings,1.2,20.0,2.5,15,unknown,0.85,3.0,2.5,0.3,2.8
Open Health Network,"Constant Care by Open Health Network: an integrated continuous care data framework enabling monitored, compassionate and accurate care for patients with complex and chronic diseases and the physicians/specialists caring for them. Fully HIPAA-compliant, the platform has already been adopted by a number of the world’s leading hospitals and medical institutions as part of their portfolio of care options. Able to be fully-integrated with any telehealth solution, Open Health Network has become a particularly important tool in the fight to successfully treat and manage COVID-19. With its multiple organ system impact – both before, during and after hospitalization (if required) – COVID-19 is only the most recent and topical example of the type of disease that can be monitored by multiple physicians and specialists. Other diseases being monitored and treated using this platform include cardio-vascular, GI, and mental wellness – the platform can be rapidly and easily adapted to other treatments and disorders as well. The advanced care plan management includes both AI modalities and machine learning to help provide clinical physicians, social workers, accredited mental health practitioners and patients with a complete, long-term healthcare platform including: - lifestyle alterations [exercise, diet], - medication management, - surveys and assessments, - educational materials, - motivational interventions and more. Open Health Network is fully-configurable to suit the specific needs of each member of the care team and their unique workflows. In addition, the platform supports local, state and federal directives and regulations as well as providing access to diagnostic tools including a patient’s wearable devices. The creation of templates and rules to enable dynamically-driven re-assignments is also built-in to the platform.",2013,350000.0,2,2018-08-06,150000.0,Mountain View,California,United States,StartUp Health|Quake Capital Partners|Barry Zuckerman,Maksim Tsvetovat|Tatyana Kanzaveli,30,"""Integrated Continuous Care Management Solutions""",http://www.openhealth.cc/,https://www.linkedin.com/company/open-health-network,1.2,15.0,3.8,20,unknown,0.85,4.0,3.5,0.5,3.5
Fischer Block,"At the forefront of the Industrial Internet, Fischer Block, Inc. brings an unprecedented value proposition to the electrical power industry with a unique solution to embed millions of advanced high-speed sensors throughout the electrical grid at a fraction of the cost of traditional alternatives. This widely deployed platform will become the industry standard for applying data analytics and predictive analysis techniques to improve energy reliability and prevent power outages. Existing market solutions require months of planning and installation time, costing utilities several hundreds of thousands of dollars per substation and consuming nearly all their available resources. Alternatively, the Fischer Block solution requires no new wiring, so installations can be completed within minutes (instead of months) and at a fraction of the cost, significantly increasing the number of substations which utilities can modernize each year. Beyond the energy sector, Fischer Block's distributed sensor technology has wide applications in related industries such as transportation, manufacturing, mining, and chemical processing. Fischer Block brings the Industrial Internet platform to life.",2013,4028067.0,5,2018-09-04,3478067.0,Royersford,Pennsylvania,United States,Ben Franklin Technology Partners of Southeastern Pennsylvania|Astia Angels|SRI Capital|Broad Street Angels|SoundBoard Venture Fund,Greg Wolfe|Margaret Paietta,5,"""Industrial IoT for Energy and Predictive Analytics""",http://fischerblock.com/,https://www.linkedin.com/company/fischer-block-inc.,181.29,8.15,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
DONNA.ai,"""DONNA®.ai is a revenue acceleration platform created for independent insurance brokers and agency services.",2013,5150000.0,7,2020-07-01,,Hartford,Connecticut,United States,Plug and Play|LVX Ventures|Connecticut Innovations|Startupbootcamp|Alpine Meridian,Anurag Shah|Ashish Tanna|Nitin Purohit,30,"""AI-Driven InsurTech for Revenue Optimization""",https://www.godonna.ai/,https://www.linkedin.com/company/godonna-ai,1.2,25.0,2.5,15,unknown,0.85,3.0,2.0,0.27,2.0
The Bridge,"The Bridge is a consulting firm that offers strategy and technology advice, data analytics and AI services.",2013,1500196.0,1,2024-02-27,1500196.0,Dallas,Texas,United States,,Ken Wilkins|Robby Riggs,175,"""AI-Driven Business Strategy and Analytics Consulting""",https://thebridge.com/,https://www.linkedin.com/company/thebridge-strategy-and-technology-consulting/,0.005,53.65,3.0,10,growth,0.85,3.5,3.0,0.1,3.5
Zagace Inc.,"Founded in 2013, Zagace's mission is to empower small and and medium size businesses by making enterprise software basic and accessible to all. By use of Zagace ingenuity in custom-built propietary software, permissioned blockchain and custom business intelligence and analytics tools,Zagace aims to make its businesses customers sustainable, scalable, manageable and adaptable to business process changes Zagace Inc. is an American multinational conglomerate founded in June 2015 by Mubarak Muyika. It is the parent company of Zagace Limited and several other companies trading under the name Zagace and related products. The Company is based in San Jose, California.  Zagace is an operator of an application store and data centers, intended to provide small and medium-sized businesses with enterprise software basic access. The company's products include custom and proprietary software-as-a-service applications that are built using blockchain, business intelligence, and analytics tools, enabling businesses to manage accounting, human resources, finances, marketing, and other business functions in a simple and easy-to-use format.",2013,16700000.0,2,2017-01-03,15000000.0,San Jose,California,United States,DDF|Blackrock Capital|UHT Investments|Mubarak Muyika|P Management 415 Inc.,Mubarak Muyika,375,"""Blockchain-Enabled SaaS for Small Business Management""",https://zagace.com/about,https://www.linkedin.com/company/zagace-ltd,0.05,20.0,2.0,10,unknown,0.85,2.5,2.0,0.1,2.5
Spacee,"Spacee, Inc based in Addison, TX with offices around the world, enables business transformation worldwide through computer vision-based AI technology. Spacee believes in a post-mobile world using Computer Vision that leads to Retail Innovation and changing the world. Using light and cameras only, they transform virtually any 2D or 3D surface into an interactive touch screen and products into scannable items. No phones, helmets, eyeglasses, or tablets required, and nothing is installed on the actual surface. Every Spacee solution is designed to be a powerful communal experience that also delivers a deep personal connection. This results in communal frictionless experiences for physical commerce and ""Deviceless Mixed Reality"" for the masses. Spacee is a computer vision company with several fortune 500 clients and growing. With the addition of Spacee’s Deming™ Robotics division, we address many of the hassles and expenses associated with supply-chain management and inventory by using machine learning to intelligently detect and commutate supply chain issues in the retail and warehouse space. We can mitigate expensive daily issues faced by many supply chain operation managers, with providing a low-cost and scalable, all while being invisible to the shopping process by providing intelligent and high-efficiency automation for out-of-stock detection and meaningful, actionable data. Accurate ordering and delivery optimization and alerts on out-of-stock in near real-time, all while being 24/7/365 plan-o-gram compliant. By implementing Deming™ solutions, you take the guessing out of retail product inventory management, free up staff time, improves store operational efficiencies and saving the retailer real revenue.    See more at: spacee.com",2013,9000000.0,1,2018-02-01,9000000.0,Addison,Texas,United States,Perot Jain|Visual Interactive Investments|LLC,Larry McNutt|Marc Gilpin|Skip Howard,30,"""Computer Vision Retail Automation Solutions""",http://www.spacee.com/,https://www.linkedin.com/company/spacee,0.2,15.0,2.5,15,unknown,0.85,3.0,2.5,0.3,2.8
Untapt,"untapt, headquartered in New York, NY, is an Artificial Intelligence company specializing in Human Capital and Talent.  The business's core technology is a Deep Learning Neural Network, untapt Codex. Codex assesses massive pools of job applicants and open roles, pairing people to jobs that demonstrate a high likelihood of success. These models are trained on millions of data points and years of real-life hiring decisions. We also bring recruitment businesses and startups online with our best-in-class custom marketplace technology. Unlike traditional job boards, untapt platforms create lasting connections and relationships for your clients and candidates, all powered by untapt Codex. With an immersive, custom experience on all devices, our technology helps businesses 3x their placements per recruiter.",2013,7918000.0,6,2016-11-15,2000000.0,New York,New York,United States,Bluff Point Associates|Pivot Investment Partners|WorldQuant Ventures LLC|Sand Hill East|Cristóbal Conde,Ed Donner|Geoff Massam,30,"""AI-Driven Talent Matching and Recruitment Solutions""",https://www.untapt.com/,http://www.linkedin.com/company/untapt-inc-,0.15,20.0,2.5,10,unknown,0.85,3.5,2.5,0.15,2.8
Netra,Netra is an image-recognition startup that offers visual intelligence and searches technology platforms using AI and Machine Learning. Netra's video summary platform analyzes videos detect context and analyzes for safety in real-time and is used across multiple verticals.,2013,3851706.0,6,2020-12-17,1401706.0,Boston,Massachusetts,United States,Techstars|Right Side Capital Management|AI Capital|Zelkova Ventures|LaunchPad Venture,Amit Phansalkar|Shashi Kant,30,"""AI-Driven Visual Intelligence and Video Analysis Solutions""",http://www.netra.io/,https://www.linkedin.com/company/netra-systems-inc,0.3,20.0,3.5,15,growth,0.85,3.8,3.2,0.15,3.5
Noria Water Technologies,"Noria's advanced, ML/AI-powered monitoring solution is making membrane-based water treatment/desalination more efficient and affordable. Noria’s patented hardware technology provides the market’s first and only direct, real-time and unambiguous imaging of the membranes inside the high-pressure vessels used in production – transformational for detecting, quantifying, and forecasting membrane fouling and scaling and identifying foulant types. Combining advanced imaging and sensing hardware and ML/AI-powered software, Noria’s monitoring system provides unprecedented imaging of membrane surfaces, precise reporting and analytics on plant operating conditions, and intelligent decision support. Noria’s system is provided as integrated hardware- and software-as-a-service (HaaS/SaaS) and is transformative for monitoring, forecasting, and optimizing plant performance – enabling up to 30% in plant operational cost savings. Noria’s market includes municipal and industrial facilities using membrane-based technologies to desalinate seawater/inland water, purify freshwater, or decontaminate/desalt wastewater for reuse. Industries include oil and gas, electric power generation, mining, and more. By the end of the decade, demand for freshwater—needed for human consumption, agriculture, and industry—is expected to outstrip supply by 40%. Noria's mission is to make water treatment more efficient, affordable, and sustainable now and for the years ahead. Noria was founded in 2013 and is headquartered in Los Angeles, California.",2013,2032501.0,1,2020-05-31,2032501.0,Los Angeles,California,United States,Tech Coast Angels,Bilal Khan|Yoram Cohen,30,"""AI-Driven Water Treatment Monitoring Solutions""",http://noriawater.com/,https://www.linkedin.com/company/noria-water-technologies/,0.3,15.0,2.5,10,unknown,0.85,2.8,2.5,0.15,2.7
