company_name,name,title,linkedin_url,location,about,estimated_age,extraction_date,experience_1_title,experience_1_company,experience_2_title,experience_2_company,experience_3_title,experience_3_company,education_1_school,education_1_degree,education_2_school,education_2_degree,skill_1,skill_2,skill_3,skill_4,skill_5,l_level,reasoning,confidence_score
Perplexity AI,Aravind Srinivas,"Cofounder & CEO, Perplexity",https://www.linkedin.com/in/aravind-srinivas-16051987,"San Francisco, California, United States","Founder, CEO of Perplexity.

Perplexity is on a mission to build the world's most knowledge centric company. Backed by Jeff Bezos, Elad Gil, Nat Friedman, Tobi Lutke, Jeff Dean, Susan Wojcicki, Yann LeCun, Naval Ravikant, Paul Buchheit, Andrej Karpathy, and several others, Perplexity AI has built the world's first generally available conversational answer engine that directly answers questions about any topic.

Try it out at https://www.perplexity.ai",26,,"Cofounder, CEO",Perplexity · Full-time,Angel Investor,Aravind Srinivas · Part-time,Research Scientist,OpenAI,"University of California, Berkeley","Doctor of Philosophy - PhD, Computer Science","Indian Institute of Technology, Madras","Dual Degree (B.Tech and M.Tech), Electrical Engineering",C++,Machine Learning,Python,Algorithms,,L3,"Aravind Srinivas demonstrates strong technical credentials and is leading a well-backed AI startup, but is relatively early in his entrepreneurial journey. His PhD in Computer Science from Berkeley and the ability to attract high-profile investors like Jeff Bezos and notable tech leaders suggests strong technical expertise and potential. However, Perplexity AI appears to be his first founder role, and while promising, doesn't yet have the scale or exit history required for higher classifications. The caliber of investors and early traction puts him above L2, but without previous startup exits or extensive management experience, L3 is the most appropriate classification.",0.68
Perplexity AI,Denis Yarats,"Cofounder & CTO, Perplexity",https://www.linkedin.com/in/denisyarats,"San Francisco, California, United States","Cofounder & CTO of www.perplexity.ai 
Perplexity builds AI native search tools.",36,,Co-Founder & CTO,Perplexity · Full-time,Angel Investor,Denis Yarats · Part-time,AI Research Scientist,Facebook AI Research,New York University,"Doctor of Philosophy - PhD, Artificial Intelligence",,,,,,,,L3,"Denis Yarats demonstrates strong technical credentials and expertise in AI with his PhD in Artificial Intelligence from NYU. As CTO and co-founder of Perplexity AI, he's leading technical development at a notable AI company that has gained significant traction. Perplexity AI has raised substantial funding ($73.6M Series B) and is valued at $520M. His deep technical background and current leadership role at a well-funded AI startup places him solidly in the L3 category as a Technical Veteran, though he's showing potential to move up levels as Perplexity continues to grow.",0.68
Relevance AI,Jacky Koh,Founder @ Relevance AI | Home of the AI workforce | Forbes 30u30,https://au.linkedin.com/in/jacky-koh,"Sydney, New South Wales, Australia",Founder of Relevance AI: https://relevanceai.com. The home of the AI Workforce.,32,,Founder & co-CEO,Relevance AI,Angel Investor,Unsloth AI,Head of Machine Learning,IAG,UNSW,"Bachelor of Actuarial Studies and Science, (Major in Statistics)",,,,,,,,L2,"Jacky Koh shows characteristics of an early-stage entrepreneur with promising indicators but limited track record. His Forbes 30 Under 30 recognition suggests early promise and validation from a respected source. As founder of Relevance AI, he's leading an AI workforce platform startup, demonstrating entrepreneurial initiative. His educational background in Actuarial Studies and Statistics from UNSW provides relevant technical foundation. The classification as L2 is based on his profile matching the 'Early-Stage Entrepreneurs' category with signs of early promise but without yet demonstrating scaled success or significant exits.",0.68
Relevance AI,Daniel Palmer,Co-Founder @ Relevance AI | Forbes 30u30,https://au.linkedin.com/in/dan-palmer,"Eveleigh, New South Wales, Australia","Co-founder @ Relevance AI.

Like to ship and work with people who ship.",38,,Co-Founder,Relevance AI · Full-time,Developer / Designer,Raw.Studio · Full-time,Developer,Rebel Sport · Full-time,University of Sydney,"Dropped out: Bachelor of Commerce (B.Com.), Marketing, Management",Redfield College,High School Certificate,UI Design,Front-end Development,Content Marketing,User Experience (UX),Graphic Design,L2,"Daniel Palmer shows characteristics of an early-stage entrepreneur with some notable early validation. His Forbes 30 Under 30 recognition indicates promising potential and early success. As co-founder of Relevance AI, he's demonstrated ability to launch and lead a startup. The university dropout pattern mirrors other successful founders, though this alone isn't predictive. His experience level and achievements align with L2 classification - showing early promise but not yet having significant scale or exit experience.",0.68
Patronus AI,Anand Kannappan,Co-Founder & CEO @ Patronus AI,https://www.linkedin.com/in/anandnkannappan,San Francisco Bay Area,,32,,Co-Founder and CEO,Patronus AI · Full-time,Lead Data Scientist,Facebook,Co-Founder,Kyber Technologies,University of Chicago,"Bachelor's degree, Economics, Computer Science, Statistics",Stanford University,,Leadership,Public Speaking,Entrepreneurship,Software Development,Product Management,L1,"Based on the available information, Anand Kannappan appears to be a first-time founder with a strong educational background but limited professional experience. His current role as Co-Founder & CEO of Patronus AI appears to be his first major entrepreneurial venture. The educational background from University of Chicago with a combination of Economics, Computer Science, and Statistics suggests strong academic preparation, but there's no substantial prior work experience or entrepreneurial track record listed. This profile fits the L1 'Nascent Founders with Potential' category, characterized by first-time founders with strong educational backgrounds but limited professional experience.",0.68
Patronus AI,Darshan Deshpande,Research Engineer @ Patronus AI,https://www.linkedin.com/in/darshan-deshpande,"San Francisco, California, United States","I am an NLP researcher passionate about dialogue systems, reasoning and interpretability in language models. I am excited to apply my research skills to advance the field of automated evaluation pipelines for AI systems.",25,,Research Engineer,Patronus AI · Full-time,Graduate NLP Researcher,USC Information Sciences Institute · Part-time,Freelance Machine Learning Content Producer,Layer AI · Freelance,University of Southern California,"Master of Science - MS, Computer Science",Thadomal Shahani Engineering College,"Bachelor of Engineering - BE, Computer Engineering",Python (Programming Language),Computer Vision,Natural Language Processing (NLP),Deep Learning,Artificial Intelligence (AI),L1,"Based on the available information, Darshan Deshpande appears to be a nascent founder/technical professional at the beginning of their career. Their profile shows they are currently a Research Engineer at Patronus AI with a Master's degree in Computer Science from USC. The limited work experience and recent graduate education aligns with the L1 classification of 'Nascent Founders with Potential'. While they have strong technical credentials with their MS in Computer Science and NLP research focus, there is no evidence yet of prior founding experience, exits, or significant company scaling experience.",0.68
Patronus AI,Rebecca Qian,Co-Founder & CTO @ Patronus AI | LLM and Agent Evaluation,https://www.linkedin.com/in/rebeccaqian,"New York, New York, United States","Co-Founder and CTO at Patronus AI: https://www.patronus.ai/

Previously led NLP research at Facebook AI Research (FAIR), working on making language models more robust, fair and aligned with human preferences.",24,,Co-Founder and CTO,Patronus AI · Full-time,Facebook AI,4 yrs 7 mos,,,University of Chicago,"Bachelor of Arts (B.S.), Honors, Computer Science",,,Python,C,Apache Spark,JavaScript,HTML,L3,"Rebecca Qian demonstrates strong technical expertise and senior research experience at a major tech company (Facebook AI Research), which places her solidly in the L3 'Technical and Management Veterans' category. Her role at FAIR working on NLP research shows significant technical depth in AI/ML, particularly relevant for her current AI startup. While she's now a founder, her previous experience at Facebook AI Research and educational background from UChicago shows the technical sophistication typical of an L3 founder. The fact that she's tackling a complex technical problem (LLM evaluation) in her startup aligns with her expertise level.",0.68
Palona AI,Maria Zhang,"CEO and co-founder Palona AI. (Former VP of Engineering at Google, Meta, LinkedIn, CTO at Tinder)",https://www.linkedin.com/in/mariarenhuizhang,"Palo Alto, California, United States","I believe in the power of software to change people's lives. Great software is a change agent; it has the power to make people infinitely more productive, to entertain them, to free them with information, and connect them to other people, new opportunities and ideas everywhere. I've believed this since I unboxed my first computer. 

To do this, I believe in engineering with purpose. I like to build great teams, instill them with a mission, and push them hard to deliver satisfying experiences. Everything we do, every line of code we write, needs to be instilled with purpose: every pixel should be perfect, and every byte of data needs a reason to exist.

Throughout my career, I've built software with intelligence, from personalized news feed, targeted Ads, to estimate the current value of your home. Now with much expanded compute capacity, scale and availability of training data, AI has achieved a new level of capabilities, consumer awareness and impact to business, socially and individually. I am more excited today than ever on this journey to build powerful AI to enable businesses and empower people around the world.",47,,Chief Executive Officer,Palona AI · Full-time,Member Board of Directors,GitStart · Part-time,Member Board Of Trustees,Dunn School,Tsinghua University,Computer Science,Eastern Michigan University,"B.A., Mathematics, Computer Science, Economics",Artificial Intelligence (AI),Natural Language Processing (NLP),Leadership,Technical Leadership,Start-ups,L4,"Maria Zhang demonstrates strong executive experience at major tech companies (Google, Meta, LinkedIn, Tinder) with VP Engineering and CTO roles. Her experience fits the L4 'Proven Operators with Executive Experience' category due to her C-level and VP positions at notable tech companies with >1000 employees. While her current venture Palona AI is interesting, without clear data on exits or major funding rounds, we cannot classify her at L5 or above. Her technical background from Tsinghua University and progression through top tech companies shows proven operational capability at scale.",0.68
Practicus AI,Hakan Eren,CEO | Practicus AI,https://www.linkedin.com/in/hakaneren,"Seattle, Washington, United States","With over 25 years in software, I specialize in AI and Advanced Analytics. At Practicus AI, I leverage my expertise to help organizations develop impactful AI solutions.",45,,CEO,Practicus AI · Full-time,Amazon Web Services (AWS),5 yrs 1 mo,Microsoft,10 yrs 1 mo,UW Foster School of Business,"Master of Business Administration (M.B.A.), Technology Management",Boğaziçi University,"Master’s Degree, Software Engineering",Business Development,Software Development,Software Project Management,Software Design,Cloud Computing,INSUFFICIENT_DATA,"While the founder has significant experience (25+ years in software and AI), the available information lacks crucial details about concrete achievements, company outcomes, funding rounds, or previous ventures. The profile shows current leadership at Practicus AI but doesn't provide information about company scale, funding status, or previous roles. The MBA from UW Foster indicates strong educational background, but without detailed work history or verifiable business outcomes, we cannot confidently assign a specific level.",0.32000000000000006
Oumi,Emmanouil (Manos) Koukoumidis,CEO @ Oumi (#hiring),https://www.linkedin.com/in/koukoumidis,"Kirkland, Washington, United States","Leadership, machine learning, NLP, LLMs, multimodality, information retrieval, scalable systems and services. Identifying new opportunities, inventing innovative solutions and bootstrapping new efforts. Improving the world with technology and creating the organizations to pursue that.",37,,CEO,Oumi · Full-time,Senior Software Engineering Manager - Google Cloud AI,Google · Full-time,Director Of Engineering,Biscuit Labs · Full-time,Massachusetts Institute of Technology,Computer Science and Artificial Intelligence,Princeton University,"Doctor of Philosophy (PhD), Computer Engineering",Algorithms,Python,Machine Learning,LaTeX,Matlab,L4,"Koukoumidis demonstrates strong technical leadership and executive experience at major tech companies (Meta, Microsoft) plus academic credentials, fitting the L4 'Proven Operators' profile. While he has impressive technical and management experience, there's no clear evidence yet of previous exits or unicorn-level company building that would qualify for L5+. His current venture Oumi appears to be his first founder role, though he brings substantial technical and leadership experience from top tech companies.",0.68
Oumi,Oussama Elachqar,"Co-founder ‪@Oumi | ML Engineer | LLM Research | Ex-Apple, Twitter, Microsoft | Open Source AI",https://www.linkedin.com/in/oussamaelachqar,"Seattle, Washington, United States","I am currently a co-founder at Oumi, where I am working on making frontier AI more open and collaborative. 

Previously, I was a machine learning engineer & manager in the Apple Health AI team, focusing on Health foundation models. Prior to Apple, I worked at Twitter, Microsoft and Photobox, building production machine learning systems. 

My projects span LLMs. recommendation systems, multimodal conversational agents, handwriting recognition, bias detection, and neural sequence-to-sequence models.",33,,Co-Founder,Oumi · Full-time,Staff Machine Learning Engineer,Apple · Full-time,Staff Machine Learning Engineer,Twitter · Full-time,Georgia Institute of Technology,"Master of Science (M.Sc.), Computer Science - Machine Learning",ENSEEIHT,"Master of Science (MS), Computer Science and Applied Mathematics",Python,C#,Deep learning,Machine Learning,Java,L3,"The founder demonstrates strong technical expertise and management experience at major tech companies (Apple, Twitter, Microsoft) with a focus on machine learning and AI. Their background shows progression through senior technical roles at industry-leading companies, combined with advanced education in ML/CS. While they are currently a co-founder of an early-stage company (Oumi), their experience level best matches L3 'Technical and Management Veterans' based on their technical depth and experience at major tech firms. However, they haven't yet demonstrated exits or significant company scaling experience that would qualify for L4 or higher.",0.68
Enkrypt AI,Sahil Agarwal,"CEO @ Enkrypt AI | Math PhD, Yale | Oxford | IIT | Yale EIR",https://www.linkedin.com/in/sahil-agarwal,"Cambridge, Massachusetts, United States","Applied Mathematician by training, I am passionate about solving complex problems that have real day-to-day impact on every living being, with a focus on innovations in Applied Machine Learning, Human-Technology Optimizations and Clean Technologies.

I use data-driven tools inspired from non-equilibrium statistical physics to analyze, model and understand nonlinear dynamics and stochastic processes. I have applied these to geo-physical applications such as climate change and discovery of exo-planets as well as computer science applications in distinguishing noise from chaos, natural language processing, computer vision and temporal data analysis in text, music and video.

I have more than 10 publications in highly reputed international journals. My work has been featured in American Physical Society as well as many news articles at Yale, such as Yale Scientific Magazine, Yale Daily Newspaper and Yale News.

My PhD work has also been featured in an article by the Yale Graduate School (link below).",25,,Co-Founder & CEO,Enkrypt AI · Full-time,Entrepreneur in Residence,Yale Ventures,Member,American Society for AI · Full-time,Yale University,"Doctor of Philosophy - PhD, Applied Mathematics",University of Oxford,"Doctor of Philosophy - PhD, Applied Mathematics",Stochastic Modeling,Data Analysis,Programming,Algorithms,Applied Mathematics,L3,"The founder demonstrates strong technical and academic credentials that align with L3 'Technical and Management Veterans' classification. While he is currently a first-time founder with Enkrypt AI, his PhD in Applied Mathematics from Yale, research publications, and expertise in complex AI/ML applications show significant technical depth. The combination of elite education (Yale PhD, Oxford, IIT) and research accomplishments places him solidly in the L3 category as a technical expert, though he hasn't yet demonstrated scaled entrepreneurial success that would qualify for L4 or higher.",0.68
Enkrypt AI,Prashanth Harshangi,Enkrypt AI | LLM Security | LLM Privacy | Generative AI,https://www.linkedin.com/in/pharshangi,San Francisco Bay Area,"Enkrypt AI: Accelerating generative AI adoption - Building best in class generative AI visibility, privacy, security and risk solutions.

Experienced data science and ML leader who has led teams to deliver impactful solutions; Translating complex business objectives into robust machine learning implementations and deployments.

Roots with a unique blend of skills, with a strong foundation in both data science and ML engineering, which enables me to deliver solutions across the full ML lifecycle.

Believe in hands-on leadership with experience in software development, container orchestrations and kubernetes deployments to guide DS and MLE teams.
 
Mentor to several interns and team members in data science and ML deployments, helping them to grow and succeed in their careers.",32,,Co-Founder and CTO,Enkrypt AI · Full-time,"Vianai Systems, Inc.",2 yrs 10 mos,NIO,2 yrs 3 mos,Yale University,"Doctor of Philosophy (PhD), Adaptive Systems",University of Southern California,"Master of Science (M.S.), Electrical and Electronics Engineering",Machine Learning,Optimization,Deep Learning,Numerical Analysis,Signal Processing,L3,"The founder demonstrates strong technical credentials with a PhD in Adaptive Systems from Yale and significant technical expertise in ML/AI. Their current role as CTO/Co-founder of Enkrypt AI shows entrepreneurial initiative, and their background in data science and ML leadership indicates substantial technical and management experience. However, there's no clear evidence of previous exits or major company scaling achievements that would qualify for higher levels. The combination of advanced technical education and leadership experience in ML/AI places them solidly in the L3 category as a Technical and Management Veteran.",0.68
Liquid AI,Ramin Hasani,Co-founder & CEO @ Liquid AI,https://www.linkedin.com/in/raminhasani,"New York, New York, United States",Building things Liquid. Check out my personal webpage at www.raminhasani.com,31,,Co-founder and CEO,Liquid AI · Full-time,Massachusetts Institute of Technology,4 yrs 11 mos,Principal AI Scientist,Vanguard · Full-time,Technische Universität Wien,"Doctor of Philosophy (Ph.D.), Computer Science",Politecnico di Milano,"Master’s Degree, Electronic Engineering",Deep Learning,Machine Learning,Artificial Neural Networks,Robotics,Control Systems Design,L3,"Ramin Hasani demonstrates strong technical and academic credentials with a PhD in Computer Science from a respected institution (TU Wien). His current role as co-founder/CEO of Liquid AI, combined with his academic background, places him in the Technical Veterans category. His research background and technical expertise are particularly relevant for an AI company founder. However, there's no clear evidence of prior major exits or significant company scaling experience that would justify a higher classification.",0.68
Agentuity,Jeff Haynie,Seasoned Technology Entrepreneur and Innovator,https://www.linkedin.com/in/jhaynie,"Leander, Texas, United States","“Communication works, for those who work at it.” —John Powell

In technology, communication is one’s greatest asset. Just like Pinpoint’s aim to bring a better way to communicate your product changes, my goal as a tech entrepreneur is to showcase how technology can change everything.

Hi, I’m Jeff Haynie, co-founder and CEO at Pinpoint. We created Pinpoint to focus on helping companies leverage analytics and machine learning in order to improve the performance in their software development efforts. Multiple years of experience in tech startups has given me the chance to build Pinpoint to create better communication channels for businesses just like yours. 

I’m always looking forward to meeting people from the tech industry, as well as those who are interested in Pinpoint. If you’d like to talk about business or our interests are aligned, then I’d be very happy to connect with you!",51,,Founder and CEO,Agentuity · Full-time,Chief Technology Officer,Shopmonkey · Full-time,Co-Founder and CEO,Pinpoint,"Southern Illinois University, Carbondale",,,,Objective-C,JavaScript Frameworks,Titanium Mobile,Titanium,Appcelerator,L5,"Jeff Haynie has demonstrated a pattern of building and scaling multiple technology companies with significant funding and exits. He co-founded Appcelerator (raised >$90M, acquired by Axway), founded Pinpoint (raised $13.5M Series A), and has shown consistent ability to build venture-backed companies. His track record shows proven ability to scale companies to significant size and attract major venture funding, though hasn't yet achieved the unicorn or major exit thresholds that would qualify for L6+.",0.68
Agentuity,Matthew Congrove,Co-Founder at Agentuity,https://www.linkedin.com/in/matthewcongrove,"Austin, Texas, United States","Highly motivated software developer with an eye for UI/UX. An experienced leader in an array of customer-facing roles. A love for building applications from the ground up, with a special place in my heart for open source.",39,,Co-Founder,Agentuity · Full-time,Engineering Manager,Shopmonkey · Full-time,National Brand Manager,Civil Air Patrol,FlightSafety Academy,"CFI GS, Aeronautical Science",Delta Connection Academy,"CMEL-I, Aeronautical Science",,,,,,L1,"Based on the available information, this founder appears to be at the L1 (Nascent Founder) level. The profile shows limited professional experience with only one current role listed as Co-Founder at Agentuity. While they have technical skills as a software developer and customer-facing experience, there's no clear evidence of prior startup success, major exits, or significant company scale. The education background in aeronautical science suggests a career transition into tech entrepreneurship, which is characteristic of an L1 founder beginning their entrepreneurial journey.",0.68
Snowfire AI,Greg Genung,"CEO @ Snowfire AI ❄️🔥
“The Future is Data as a Decision.”

Adaptive-AI Decision Intelligence platform, purpose-built for busy Executives drowning in data + squeezed for time to harness growth + margin in the age of AI",https://www.linkedin.com/in/ggenung,"Austin, Texas Metropolitan Area","Greg Genung serves as Chief Executive Officer and is the Founder of Snowfire AI, where he leads the company's mission to revolutionize the $600B AI-Data Analytics space through advanced AI Signals and Decision Intelligence technology, inside of the $4.1T AI Products and Services modern economy. A recognized innovator in the cybersecurity and AI industry, Greg brings over two decades of executive leadership experience in enterprise security, artificial intelligence, and business intelligence.

As the inventor of the patented SecOps Maturity Model, Greg has demonstrated his ability to transform how enterprises approach security operations and data analytics. His innovative methodology has become a cornerstone for organizations seeking to enhance their security posture while driving operational efficiency. Prior to founding Snowfire AI, Greg held key leadership positions at prominent technology companies, including serving as VP of Business Intelligence at Deepwatch and Head of Technical Strategy at Rackspace Technology. His track record includes successfully launching over 20 products in cybersecurity and data analytics, while driving significant growth and innovation in each role.

Greg's expertise spans artificial intelligence, machine learning, business intelligence, and cybersecurity - complemented by executive education from both MIT and The Wharton School. His MIT focus on Digital Transformation, AI, and Cloud Architecture, combined with Wharton's Enterprise Business Analytics program, provides him with a unique perspective on the intersection of business intelligence and artificial intelligence.

A thought leader in the industry, Greg has been recognized as one of the Top Product Software Executives by the Software Report. His approach to leadership emphasizes data-driven decision making, conscientiousness, and persistent execution - principles that now guide Snowfire AI's mission to transform how enterprises harness AI and data analytics for strategic advantage.

Greg holds a BA in International Business, Finance, and Economics from Trinity University and continues to be an active investor and advisor in the technology sector, particularly in companies focusing on AI innovation and cybersecurity.",33,,CEO & Founder,Snowfire.AI · Full-time,Member,Forbes Technology Council,"Mentor, Venture Accelerator",UCLA,MIT Professional Education,"Digital Transformation, Artificial Intelligence, Blockchain, IoT, Cyber, Cloud Architecture",Wharton Executive Education,"Enterprise Business Analytics, Executive Business Intelligence",Business Innovation,Technological Innovation,Intelligence Analysis,Artificial Intelligence for Business,Signal Processing,L4,"Greg Genung demonstrates strong operational experience at the executive level in established tech companies, particularly in cybersecurity and AI. His role as VP of Business Intelligence at Deepwatch and Head of Technical Strategy at Rackspace Technology places him solidly in the L4 category as a 'Proven Operator with Executive Experience.' He has shown innovation through his patented SecOps Maturity Model and has led significant product launches, though there's no clear evidence of previous exits above $100M or unicorn-level company building that would qualify for L5 or higher. His current venture Snowfire AI appears to be early-stage, but his prior executive roles at notable companies and patent achievements provide credible evidence for L4 classification.",0.68
Autonomize AI,Ganesh Padmanabhan,"CEO Autonomize AI | Healthcare | Host, Stories in AI",https://www.linkedin.com/in/padmanabhan,"Austin, Texas, United States","I've been very lucky in my life. Growing up in a small town in Southern India, to training to play professional cricket, then changing tracks to become a mechanical engineer, to a long career in tech in Asia and Corporate America, eventually being a founder. 

I am a product of the relationships I built and opportunities I was handed. In the process I built a deep skill stack around fusing business & technology, forging deep relationships & building/scaling high output organizations. 

We are building the most ambitious project of my lifetime—Autonomize AI. Healthcare has no shortage of data. What it lacks is context, actionability, and velocity. Despite a decade of digitization, we’re still struggling to translate information into faster access, affordable care, and radically improved outcomes.

That’s the gap we’re closing. Not with dashboards or more portals—but with compound AI agents that reason, learn, and act across workflows.

We’re not just automating. We’re Autonomizing healthcare.

👉🏽 Autonomizing clinical development by turning slow, static trial operations into dynamic, intelligent workflows that adapt in real time—accelerating drug development at scale.

👉🏽 Delivering precision care by unlocking patient insights from charts, claims, and labs—across silos, across formats—so care teams can personalize decisions, not guess.

👉🏽 Augmenting healthcare professionals with copilots that surface the signal in the noise—enabling smarter, faster, more confident decisions at every step.

👉🏽 Building the world’s healthcare knowledge graph—a living network of context-rich, computable insights that power better decisions across the care continuum.

👉🏽 Equipping every knowledge worker with their own Ironman suit—a personal AI assistant that amplifies their intelligence and reduces their burden, every day.

This is Autonomize AI. A future where every healthcare decision is intelligent, timely, and impactful.
Let’s build it—together. 🚀",31,,Chief Executive Officer,Autonomize Inc · Full-time,Founder & Host,Stories in AI,Chief Revenue Officer,Circuit · Full-time,Texas McCombs School of Business,Master of Business Administration - MBA,University of Calicut,"B.Tech, Mechanical Engineering",Artificial Intelligence (AI),Generative AI,Healthcare AI,Product Management,Technology Leadership,L2,"Based on the available information, this founder appears to be an early-stage entrepreneur with some professional experience but limited concrete evidence of major exits or scale achievements. While they have an MBA from a reputable institution (Texas McCombs) and articulate an ambitious vision for their current company Autonomize AI, there's no clear evidence of previous successful exits or significant funding rounds. The founder's background includes experience in tech and corporate roles, but specific achievements and metrics are not detailed. Their current venture appears to be in early stages, focusing on AI in healthcare, which positions them as an early-stage entrepreneur showing promise but still building their track record.",0.6400000000000001
Autonomize AI,Kris Nair,"Founder & COO, Autonomize AI | Healthcare | Tech Entrepreneur building real world AI solutions for Life Sciences & Health Care Organizations.",https://www.linkedin.com/in/krispnair,Dallas-Fort Worth Metroplex,"Technology Executive focused on building real world AI solutions for Life Sciences & Health Care Organizations.

Specialties:

☛ Technology

✦  AI & Automation (Cognitive Software and Hardware Robotics) Evangelist.
✦ Enabling Automation and Digital Transformation initiatives using Artificial Intelligence, Cognitive Software  (RPA) and Hardware Robots.
✦Building global Alliances & Partnerships around technology innovation.

☛ Global Growth Strategist

✦ Leading growth and go-to-market strategies  in the emerging markets as well as developed countries.
✦  Innovative problem solver with a vast network of technology and private capital relationships.
✦  Expertise to recognize large market opportunities; developing a unique and executable vision; fostering a vibrant, fun, and success-oriented start up culture; and executing the business strategies including hiring world class team, developing products and raising capital.

☛ Management 

✦  Proven expertise in managing IT projects, budgets and vendors.
✦  Expertise in Mentoring Teams, Enabling Technical Practices, Enterprise Integration Solutions.
✦  Proven success delivering branded e-commerce digital experiences and capabilities.
✦  Venture building from an idea to a thriving enterprise.",30,,Autonomize AI,Full-time · 3 yrs 6 mos,Venture & Growth Partner,PragmatoVentures,Head of Artificial Intelligence & Automation,Litmus7 · Full-time,National Institute of Electronics & Information Technology,"Masters in Computer Applications, Information Technology Project Management",University of Calicut,"Degree in Mathematics  ( Mathematics, Statistics & Physics), Mathematics",Managing Start-ups,Continuous Improvement,Agile Methodologies,Scrum,Startup Development,L2,"Based on the available information, this founder appears to be an early-stage entrepreneur with some technical and management experience, but limited concrete evidence of major exits or scale achievements. While they have founded Autonomize AI and have experience in AI/healthcare technology, there's no clear indication of significant funding rounds, exits, or previous successful ventures. Their background suggests they're in the early stages of their entrepreneurial journey with their current venture being relatively new (3.5 years old).",0.6400000000000001
WebAI,David Stout,"Founder, AI Scientist, CEO of webAI™",https://www.linkedin.com/in/davidpstout,"Austin, Texas, United States","Founder, AI Scientist, Inventor",31,,Co-Founder and CEO,webAI™ · Full-time,Term Member,Council on Foreign Relations · Full-time,Founder,Ghost House Technology,Stanford University,,Davenport University,,Artificial Intelligence (AI),Product Development,Transformers,BNNs,Guided Attention,L1,"Based on the available information, this appears to be a first-time founder with limited verifiable experience. The profile shows only one company (WebAI) where they are currently founder/CEO, with no prior entrepreneurial or significant professional experience listed. While Stanford education suggests strong academic background, the lack of detailed work history, skills, or previous ventures indicates early-stage entrepreneurial status. The current company (WebAI) appears to be their first venture, placing them firmly in the L1 category of nascent founders with potential.",0.68
Moonvalley,Mateusz Malinowski,Co-Founder @ Moonvalley & Scientist,https://uk.linkedin.com/in/mateuszmalinowski,United Kingdom,"My research focus lies at the intersection of computer vision, natural language understanding, and reinforcement learning. Currently, I am interested in scalability and reasoning.

Before DeepMind, I was a Ph.D. student in Computer Vision at Multimodal Computing group at the Max Planck Institute for Informatics and Saarland University. I have graduated with summa cum laude and was awarded Eduard-Martin-Preis as well as DAGM MVTec for the outstanding doctoral dissertation. The research that I led or was a part of featured in Bloomberg Business, Wikipedia, New Scientist, and MIT Technology Review.",38,,Chief Scientific Officer & Co-Founder,Moonvalley · Full-time,Staff Research Scientist,Google DeepMind,PHD Graduate Student,Max Planck Institute for Informatics,Universität des Saarlandes,"Doctor of Engineering (Dr.-Ing.), Computer Science",Universität des Saarlandes,"Master's degree, Computer Science",Image Processing,Algorithms,Computer Vision,Machine Learning,Computer Science,L3,"Mateusz Malinowski demonstrates strong technical expertise and academic achievements that place him at the L3 'Technical and Management Veterans' level. His PhD in Computer Science with highest honors, research recognition, and work at DeepMind (a leading AI company) show deep technical expertise. While he's now a co-founder, his background is primarily academic and research-focused rather than entrepreneurial, making L3 the most appropriate classification. His experience aligns with the L3 criteria of having advanced technical expertise and experience at high-growth companies (DeepMind), though he's early in his entrepreneurial journey.",0.68
Moonvalley,Mik Bińkowski,co-founder @ Moonvalley | AI research,https://uk.linkedin.com/in/mikolaj-binkowski,"London, England, United Kingdom",,29,,Moonvalley,Full-time · 1 yr 2 mos,Google DeepMind,Full-time · 4 yrs 3 mos,Research Intern in Brain team,Google · Internship,Imperial College London,"Doctor of Philosophy (Ph.D.), Mathematics",UCL,"MRes, Financial Computing",Statistics,Mathematics,Quantitative Finance,Mathematical Modeling,Machine Learning,L3,"The founder demonstrates strong technical and academic credentials with a PhD in Mathematics from Imperial College London, which is a prestigious institution. The current role as co-founder of Moonvalley with a focus on AI research indicates technical leadership. While the LinkedIn profile shows limited work history, the PhD qualification and specialization in AI research places them in the Technical Veterans category (L3). The academic background suggests deep technical expertise, which is particularly relevant for an AI-focused venture. However, there isn't evidence of extensive management experience or prior exits that would justify a higher classification.",0.68
Moonvalley,Chris Burgess,"Founding Researcher @ Moonvalley, ex-DeepMind",https://www.linkedin.com/in/cpburgess,"Los Angeles, California, United States",Building intelligent systems that know what they're doing.,37,,Principal Research Scientist,Moonvalley · Full-time,Staff Research Scientist,Runway · Full-time,Staff Research Scientist & Team Lead,Wayve,UCL,"Doctor of Philosophy (Ph.D.), Neuroscience",UCL,"Bachelor’s Degree, Neuroscience",Neural Networks,Deep Neural Networks (DNN),Artificial Intelligence,Cognitive Neuroscience,Machine Learning,L3,"The founder demonstrates strong technical and research credentials with a PhD in Neuroscience from UCL and experience at DeepMind, which is a world-leading AI research company. Their background aligns with the L3 'Technical and Management Veterans' category, particularly given their specialized technical expertise and research experience. However, there's limited evidence of entrepreneurial track record or company-building experience, which prevents classification at higher levels.",0.6400000000000001
