Name,Description,founded year,total funding amount (in usd),number of funding rounds,last funding date,last funding amount (in usd),city,region,country,investor names,founder names,number of employees,sector,website,linkedin url,market_size_billion,cagr_percent,timing_score,competitor_count,market_stage,confidence_score_market,us_sentiment,sea_sentiment,total_funding_billion,momentum_score
Platina Systems,"Platina Systems is an infrastructure management company that activates the value of data by simplifying infrastructure operations - at a fraction of the cost. By converging scalable compute within storage, organizations can deploy and manage systems for AI and active archives, simplify on-premise customer deployments and enable developers to focus on development and innovation instead of the operational efforts to manage clusters.   For the world’s largest enterprises, Platina Systems technology minimizes data movement, extracts long term value from their digital assets and reduces the time and expertise needed to implement modern cloud-like infrastructure.",2014,24500000.0,2,2019-02-01,11200000.0,Santa Clara,California,United States,WI Harper Group|Alibaba Entrepreneurs Fund|DOT Capital|The Valley Fund|Orbit Venture Partners,Frank Yang|Mark Yin,30,"""Cloud Infrastructure Management for AI and Data Optimization""",http://www.platinasystems.com/,https://www.linkedin.com/company/platina-systems,55.73,15.0,4.0,20,unknown,0.85,4.2,3.8,1.5,4.2
Codio,"Codio is the evidence-based learning platform for computer science & tech skills education, enabling educators to teach more effectively whilst measurably impacting student outcomes through a combination of texts & learning tools including highly immersive hands-on virtual labs, and AI-enhanced support. Codio's platform is a unique combination of previously disparate and disjointed technologies, including cloud containers for virtual hands-on labs, interactive texts, assessment engines and auto-grading, and advanced AI-driven learning support and analytics. Codio addresses three core markets for education: i) schools and higher education institutions, ii) boot camps and career tech skills training partners, and iii) course content MOOC platforms.",2014,5569000.0,8,2016-06-07,574247.0,Cambridge,Massachusetts,United States,,Freddy May|Phillip Snalune,30,"""AI-Enhanced E-Learning Platform for Tech Education""",http://www.codio.com/,https://www.linkedin.com/company/codio/,4.6,17.0,3.5,15,growth,0.85,4.0,3.5,0.5,3.0
First,"First is a software company that uses artificial and predictive intelligence on when and why people move to predict sales and marketing. It brings predictive marketing to real estate. Fundamentally changing how service providers find their next customer.  They discover when and why people will buy or sell a house, so they can connect realtors with new clients at the perfect time. Thus, the company predicts who will sell by tracking 700+ signals across 214 million people nationwide.",2014,8250843.0,3,2018-05-22,5000000.0,Durham,North Carolina,United States,Sovereign’s Capital|MATH Venture Partners|IDEA Fund Partners|Nine Four Ventures|Charlotte Angel Fund,Jess Martin|Mike Schneider,30,"""Predictive Analytics for Real Estate Marketing Solutions""",http://first.io/,https://www.linkedin.com/company/first-/,1.2,15.0,3.5,15,unknown,0.85,4.2,3.8,0.5,3.5
Wyzerr,"Every brand has a vision for growth and expansion. The intricacies of growing a brand are complex but the underlying mechanism is simple: keep current consumers happy while consistently obtaining new consumers. The key for a successful brand to make consumers happy is to know when they become unhappy. Consumer feedback is gold. When consumers share their story, they’re not just sharing pain points. They’re actually providing personal insight on how to make your product, service, and brand better. Wyzerr makes it easier for  brands to obtain consumer feedback in real time by integrating customer feedback into daily operations. This allows brands to track productivity and efficiency in real-time. With Wyzerr, brands can immediately correct any customer issues, address potential “fires” before they spread, and validate changes in products & services. By making small but consistent incremental improvements, brands are in a better position to scale upwards towards success!",2014,2075000.0,4,2016-05-11,1500000.0,Covington,Kentucky,United States,Connetic Ventures|Rough Draft Ventures|StartFast Ventures|The Brandery,Bjorn Simmons|Natasia Malaihollo,5,"""Real-Time Consumer Feedback Analytics Platform""",http://www.wyzerr.com/,http://www.linkedin.com/company/wyzerr,1.5,15.0,3.5,15,unknown,0.85,4.2,3.8,0.5,3.5
"Waggl, Inc.","Waggl is the #1 platform for real-time feedback, powered by employee voice. Organizations know that high performance is driven by engaged people, not measurement and numbers alone. Waggl delivers leaders real-time insight, deep alignment, informed decision-making and speed to action. Behavior change through participation is produced when employees use Waggl for meaningful inclusion, transparent dialogue, and an opportunity for unique, visible contribution.  With a highly seasoned management team and a Board including esteemed executives from Glassdoor, SuccessFactors, and Coupa, Waggl is an innovative industry leader helping companies of all sizes to succeed by informed decision-making and engaged employees, including MGM Resorts International, UCHealth, BD, and Juniper Networks. For more information, please visit: www.waggl.com/.",2014,12485000.0,6,2021-03-24,2500000.0,San Francisco,California,United States,FundersClub|SaaS Capital|First Analysis|Lighter Capital|Interlock Partners,Adam Tanner|David Timby|Drew Batshaw|Michael Papay,30,"""Real-Time Employee Feedback and Engagement Solutions""",http://www.waggl.com/,http://www.linkedin.com/company/waggl,0.1,12.0,3.5,20,unknown,0.85,3.8,3.2,0.15,3.7
Talentpair,"Talentpair is an advanced AI talent community. We speak Hiring and Talent Management for Candidates, Hiring Teams and Growth Partners. Awarded the 2022 and 2021 RemoteTech Job Marketplace of the Year, Talentpair is the first, end-to-end, hiring and talent management community ecosystem for all.  Talentpair combines proprietary, domain specific hiring data (Perry.ai) and an open ecosystem of Generative AI partners, including OpenAI APIs. Perry.ai speaks the recruiting language fluently, increasing the pace of data events. The ecosystem is trained on 515 GB of data and has produced over 5 billion data points to date. We know the importance of balancing human and machine. Building world-class teams is not about jobs on a board. It’s about people.",2014,3764879.0,1,2022-12-25,3764879.0,Boise,Idaho,United States,Quest Groups,Joe Kosakowski,30,"""AI-Driven Talent Management and Recruitment Solutions""",http://www.talentpair.com/,https://www.linkedin.com/company/talentpair,1.25,5.0,3.5,100,mature,0.85,4.0,3.5,0.5,3.0
Skymind,"Skymind created Deeplearning4j, the open-source deep-learning framework for the JVM.",2014,14500000.0,3,2019-03-21,11500000.0,San Francisco,California,United States,Y Combinator|SV Angel|Translink Capital|Tencent|Liquid 2 Ventures,Adam Gibson|Chris Nicholson,375,"""Open-Source Deep Learning Framework for JVM""",https://skymind.ai/,https://www.linkedin.com/company/skymindinc/,0.5,30.0,3.5,10,growth,0.85,4.0,3.5,0.5,3.0
CareSkore,"CareSkore's web and mobile platform helps healthcare organizations better manage patient populations. Using multivariate predictive analysis, CareSkore helps better measure and manage clinical and financial risk on an ongoing basis. The solution helps reduce costs and optimize revenues. CareSkore comes complete with powerful features, robust reporting capabilities, automation, and is easy to use.",2014,4420000.0,2,2016-08-09,4300000.0,Mountain View,California,United States,Y Combinator|Liquid 2 Ventures|Cota Capital|Storm Ventures|Rising Tide,Jas Grewal|Puneet Grewal,30,"""Predictive Analytics for Healthcare Population Management""",http://www.careskore.com/,https://www.linkedin.com/company/care-skore,1.8,15.0,3.8,20,unknown,0.85,4.2,3.8,0.8,3.5
AdMobilize,"AdMobilize, headquartered in Miami, FL with offices in London, UK, Bogota, Colombia, Sao Paulo, Brazil is a venture-backed AI company with seamless solutions for implementing advanced computer vision technologies in the brick and mortar world. The company has one clear mission; connecting the physical world to the online grid.  Our “drop in” solutions yield to each customer’s hardware/software needs.  AdMobilize’s suite of analytics and engagement products are designed to be ""Plug and Measure”, enabling real-time audience analytics and intelligence to be instantly activated at scale on any software/hardware platform.  AdMobilize offers the industry’s most complete and accurate analytics/engagement solution for digital signage, OOH, DOOH, retail, live events, small business, malls, restaurants, and beyond.",2014,8000000.0,4,2018-04-01,,Miami Lakes,Florida,United States,Fuel Venture Capital|Axel Springer|Rokk3r|VAS Ventures|Azoic Ventures,Brian Sanchez|Rodolfo Saccoman,30,"""AI-Driven Real-Time Audience Analytics for Digital Signage""",https://www.admobilize.com/,http://www.linkedin.com/company/admobilize,4.5,8.94,3.5,20,unknown,0.85,4.2,4.0,0.5,3.5
Agbotic,"Agbotic deploys intelligent automation to make the world's best food on the world's most ecological farms. They are creating a network of robotic, organic farms that deliver premium food immediately from harvest. In the next decade, AI and automation will profoundly impact all industries. Agbotic is a thought leader for transformation in agriculture.",2014,12080000.0,2,2019-06-20,7000000.0,Sackets Harbor,New York,United States,NY Green Bank,John Gaus,30,"""Robotic Organic Farming Automation Solutions""",https://www.agbotic.com/,https://www.linkedin.com/company/agbotic-inc,0.817,45.0,3.5,25,growth,0.85,3.8,3.5,0.15,3.8
3TEN8,"3TEN8 develops a cloud SaaS-based platform that helps mobile operators to understand and optimize their wireless networks and subscriber's experience. They creating cognitive operations technology (AIOps) for closed-loop, self-healing, and self-operating networks in 4G, 5G, and beyond. Its software provides insights and analytics for mobile carriers.  The company 's self-learning artificial intelligence technology predicts outages and network degradations and delivers self-healing actionable insights focused on preventing customer impact. Amr Salem, Naresh Guntupalli, and Elica Rahdar founded 3TEN8 on August 15, 2014. It has its headquarters in Santa Clara in California.",2014,3670000.0,4,2018-12-18,,San Jose,California,United States,500 Global|Alchemist Accelerator|Social Capital|VU Venture Partners|Knockout Capital,Elica Rahdar|Miro Salem|Naresh Guntupalli,5,"""AI-Driven Telecommunications Network Optimization Solutions""",https://3ten8.com/,https://www.linkedin.com/company/3ten8,0.2357,46.8,3.5,10,growth,0.85,4.0,4.2,0.5,3.5
Tissue Analytics,"Securely stream patient photographs and wound analysis directly to your desktop! You can now objectively and automatically measure things like chronic wounds, burns, and skin conditions using only a smartphone. Nurses can stream photographs directly to your desktop, where you can evaluate, track, and manage your patients on Their secure web portal.",2014,7720000.0,5,2018-01-16,5000000.0,Baltimore,Maryland,United States,Tencent|Molnlycke Health Care|Penn Medicine|DigiTx Partners|Dreamit Ventures,Gabriel Brat|Joshua Budman|Kevin Keenahan,5,"""Mobile Wound Care Analytics and Management Solutions""",https://www.tissue-analytics.com/,https://www.linkedin.com/company/tissue-analytics-inc-,1.5,12.5,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Evercontact,Evercontact is an email software startup bringing natural language processing to email and contact management. Evercontact was launched in 2014 by a team of experienced developers and linguistic engineers. Evercontact was acquired by One More Company Inc in August 2016.,2014,4500000.0,5,2018-01-01,1000000.0,New York,New York,United States,AVP|Bleu Capital|Aurinvest|Florian Seroussi,Florian Seroussi|G Rec,30,"""Natural Language Processing for Email Management Solutions""",https://www.evercontact.com/,https://www.linkedin.com/company/one-more-company-inc/,13.4,18.4,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
GroupSolver,"GroupSolver is an online consumer research platform that provides real-time qualitative and quantitative insights. It allows organizations to continuously feed their curiosity and understand what consumers are thinking to stay ahead in today’s dynamic environment. Backed by its AI Open-End technology, the company humanizes the survey experience and empowers researchers to crowdsource and analyze qualitative data at scale. From their robust quantitative methodologies to their flexible service offerings, GroupSolver eases the stress of research by making it accessible to fit any business needs. GroupSolver serves as a thought partner to help make informed business decisions by quickly and effectively uncovering the story the data is telling.​",2014,7281497.0,8,2022-05-31,2500000.0,San Diego,California,United States,NuFund Venture Group|Tech Coast Angels|EvoNexus|Eterus Capital|Neulogy Ventures,Rastislav Ivanic,30,"""AI-Driven Consumer Insights and Market Research Platform""",https://groupsolver.com/,https://www.linkedin.com/company/groupsolver-inc-?trk=biz-companies-cym,0.4197,53.65,3.5,10,growth,0.85,4.0,3.5,0.1,3.0
RelishCareers,"Relish is a HR technology company that owns and operates RelishCareers, the online careers marketplace for hiring graduate-level students and alumni, with support for degrees ranging from MBA to Masters' in Engineering or Data Science. Like match.com for the hiring market, the platform allows job-seekers and recruiters to establish, build, and manage relationships digitally, ensuring a larger pipeline of opportunities and more substantive and effective in-person interactions. The modular software suite includes highly customizable recruitment marketing, targeted filtered search, data-driven matching with custom-built algorithms for each employer, and advanced analytics and benchmarking reports. The Relish team also offers expertise in specialized executive search.",2014,1498223.0,2,2019-01-01,,Charlottesville,Virginia,United States,CAV Angels,Sarah Rumbaugh|Zach Mayo,5,"""AI-Driven Recruitment and Career Management Solutions""",http://www.relishcareers.com/,https://www.linkedin.com/company/5234343/,1.5,10.2,3.5,50,mature,0.85,4.0,3.5,0.5,3.5
UrbanStat,UrbanStat helps P&C insurance carriers to improve their loss ratio by up to 7% with geostatistics and machine learning.,2014,600000.0,2,2017-04-27,500000.0,Chicago,Illinois,United States,,Anil Celik|Nilgun Dag,5,"""Geostatistical Machine Learning for Insurance Risk Management""",http://www.urbanstat.com/,https://www.linkedin.com/company/mekansal-i%CC%87%C5%9Fler,1.2,15.0,3.8,20,unknown,0.85,4.0,3.5,0.5,3.7
Volley,"In residence at JPMorgan Chase with >$10 million in backing from Zuckerberg Ventures, Fathom Capital, and Silicon Valley Bank (SVB); senior execs from Apple, Facebook, and Goldman Sachs; and a Silicon Valley team of machine learning and enterprise EdTech innovators from Google, the NSA and CIA, Carnegie Mellon, and Goldman, Volley (volley.com) is on mission to synthesize the world’s enterprise knowledge. The platform offers autonomous knowledge management and learning technologies for the enterprise, used in the Fortune 100 for training in cybersecurity, operational risk management, BPM, anti-fraud, corporate knowledge, sales enablement, and more. With Volley, firms accelerate time-to-expertise by automatically generating intelligent “microlearning” or ""microbriefing"" experiences personalized to employees or customers while pinpointing hidden knowledge gaps. Volley is the first such member of the UC Santa Cruz Center for Excellence in Data Science Research and a private sector advisor to the U.S. Advisory Committee on Artificial Intelligence.",2014,7252969.0,3,2018-07-17,,San Francisco,California,United States,Reach Capital|JP Morgan Chase|Apple|Chan Zuckerberg Initiative|Dropbox,Adam Ashwal|Carson Kahn|Ian Carnevale|Marc Boxser|Ryan Orbuch|Zaid Rahman,30,"""AI-Driven Enterprise Knowledge Management Solutions""",http://volley.com/,https://www.linkedin.com/company/6400085,0.4197,53.65,2.5,10,unknown,0.85,3.5,3.0,0.1,2.5
Cape Analytics,"Cape Analytics uses deep learning and geospatial imagery to provide instant property intelligence for buildings across the United States. Cape Analytics enables insurers and other property stakeholders to access valuable property attributes at the time of underwriting—with the accuracy and detail that traditionally required an on-site inspection, but with the speed and coverage of property record pre-fill.",2014,75000000.0,5,2021-07-14,44000000.0,Palo Alto,California,United States,Khosla Ventures|Lux Capital|Montage Ventures|Promus Ventures|DCVC,Ryan Kottenstette|Suat Gedikli,175,"""AI-Driven Property Intelligence for InsurTech Solutions""",https://capeanalytics.com/,https://www.linkedin.com/company/capeanalytics,0.4197,53.65,3.5,10,growth,0.85,4.2,3.8,0.1,3.5
ViaTouch Interactive Media,ViaTouch Media is changing the way consumers shop with innovative retail technology.,2014,10000000.0,1,2018-01-01,10000000.0,San Diego,California,United States,,Tom Murn,30,"""AI-Driven Retail Technology and Smart Vending Solutions""",https://getvicki.com/,https://www.linkedin.com/company/viatouch-media,0.5,20.0,3.0,10,growth,0.85,3.5,3.0,0.1,2.5
deepsense.ai,"deepsense.ai delivers AI solutions and supports organizations in unlocking their data potential at all stages of data science maturity. The company helps them discover the power of AI, develop their data science capabilities and organize AI processes. deepsense.ai created Neptune, a Machine Learning Lab provided as a service for data scientists to speed up the development and productionization of machine learning models. It was designed to give data scientists the freedom to explore, while remaining organized and collaborative throughout the creative process. deepsense.ai’s second product, Seahorse, is a visual framework powered by Apache Spark.It helps data scientists rapidly develop Spark applications. deepsense.ai was founded and is managed by CodiLime, an IT consulting and software engineering company providing professional services for global clients in three core areas: Networks, Security and Big Data & Data Science.",2014,6000000.0,3,2021-04-07,,Palo Alto,California,United States,CodiLime|Plug and Play Insurtech,Piotr Niedzwiedz|Tomasz Kulakowski|Tomasz Kulczynski|Wojciech Smietanka,75,"""AI-Driven Data Science and Machine Learning Solutions""",http://deepsense.ai/,https://www.linkedin.com/company/5390194/,1.0,20.0,3.5,25,growth,0.85,3.8,3.5,0.5,3.5
Sudu,"Sudu is a VC backed on-demand and scheduled trucking services that utilizes big data, predictive analytics, and machine learning to connect companies that ship freight with a network of trucks and carriers. Some of the world's biggest enterprises depend on Sudu to ship freight. Truckers get upfront pricing and fast payment options at their convenience.",2014,1000000.0,3,2019-02-06,,Atlanta,Georgia,United States,Plug and Play|Harlem Capital|Atlanta Seed Company|Engage|CV Catalyst Fund,Amari Ruff|Michelangelo Ho,30,"""On-Demand Freight Logistics and Predictive Analytics""",http://sudu.io/,https://www.linkedin.com/company-beta/11051636/?pathWildcard=11051636,0.0,0.0,0.0,0,unknown,0.35,4.2,4.0,0.0,0.0
Radial Analytics,"Radial Analytics is a venture-backed startup with a unique technology and approach. Every day, patients across America face “crossroads moments” in their healthcare journey. Clinicians often describe these moments as “inflection points,” windows of time when focused intervention by doctors, nurses, and health plans is most impactful. Our proprietary decision support platform helps clinicians and health insurers improve decision-making at these crossroads moments. Radial Analytics received research innovation funding from the National Science Foundation and is backed by Initialized Capital. Our flagship products Smart Placement and Smart Placement Hospice are used by hospital systems, health insurance plans, and accountable care organizations. Our technology delivers real-time insights that “nudge” nurses and caregivers in the right direction, enabling higher-quality and more cost-effective decisions for the patients they serve.",2014,7357929.0,8,2022-02-10,3000000.0,Concord,Massachusetts,United States,National Science Foundation|Initialized Capital|Praxis|MassVentures|Brainchild Holdings,Eric Weiss|Thaddeus Fulford-Jones,5,"""Healthcare Decision Support Analytics Platform""",http://radialanalytics.com/,https://www.linkedin.com/company/radial-analytics-inc-,1.5,15.0,3.5,15,unknown,0.85,4.2,3.8,0.5,3.5
Wexus Technologies,Wexus Technologies is focused on one of the great challenges of our time: optimizing energy and water resources in the face of growing competition and scarcity. Our Wexus (Water-Energy-Nexus) software platform uses IoT technology and utility data to drive renewable energy + water intelligence for multiple industries with upfront ROI.,2014,4375000.0,4,2018-09-01,75000.0,San Lorenzo,California,United States,Village Capital|California Energy Commission|Green Spark Ventures,Chris Terrell|Chris Vines,5,"""Water-Energy Nexus Optimization Software Solutions""",https://www.wexusapp.com/,https://www.linkedin.com/company/6401084/,1.5,10.0,4.0,15,unknown,0.85,4.2,4.0,0.5,3.5
LiftIgniter,"LiftIgniter is the personalization API. We are a machine learning personalization layer that powers intelligent, real-time, dynamic learning interactions on all customer touchpoints. Each user action has an intelligent reaction.  LiftIgniter was part of the Winter 2014 YCombinator class and is based in San Francisco, California.",2014,8370000.0,4,2017-08-17,6400000.0,San Francisco,California,United States,Khosla Ventures|Y Combinator|SV Angel|NTT DOCOMO Ventures|DCVC,Adam Spector|Indraneel Mukherjee,30,"""Real-Time Machine Learning Personalization Solutions""",http://www.liftigniter.com/,https://www.linkedin.com/company/liftigniter,1.5,20.0,4.0,15,growth,0.85,4.2,3.8,0.5,3.5
Digital Harvest,"Digital Harvest is a global data science company that provides predictive, field-level sugarcane analytics to mills and food groups seeking to improve operational efficiency, lower costs, increase yields, and produce more sugar tonnage. The company's goal is to help food growers make proactive data-driven decisions with agronomic and economic precision. It was founded in 2014 and is based in Camas, Washington, United States.",2014,2300000.0,4,2022-05-20,1000000.0,Camas,Washington,United States,Investible|Third Derivative|K3 Ventures,,30,"""Predictive Analytics for Agricultural Yield Optimization""",http://www.digitalharvest.farm/,https://www.linkedin.com/company/digitalharvestinc/,1.5,15.0,3.5,15,unknown,0.85,4.0,3.5,0.5,3.0
MedPilot,MedPilot is a payment platform with simple verification that explains what patients owe and why. The company's post-payment surveys also provide vital input on the patient experience to our clients. Both the support crew and the digital help center provide assistance to patients.,2014,3720000.0,7,2020-01-06,,Cleveland,Ohio,United States,Plug and Play|Techstars|Wavemaker 360|JumpStart Inc.|SpringTide Ventures,Jacob Myers|Jordan Brown|Leonard Law|Matt Buder Shapiro|Rakinur Alam,30,"""Patient Payment Experience Optimization Platform""",http://www.medpilot.com/,http://www.linkedin.com/company/medpilot,0.5,15.0,3.5,10,unknown,0.85,4.0,3.5,0.5,3.0
Suggestic,"Suggestic's platform enables health-related organizations to build and deliver personalized nutrition programs in a fraction of the time and cost through white label solutions or direct API integration. Powered by proprietary artificial intelligence, the Suggestic platform allows for the encoding of dietary programs as rulesets. It then enables data acquisition from users and members in the form of assessments, lab tests, and devices. Based on the rulesets of the program and the user data, the platform delivers personalized food recommendations in the form of meal plans, smart shopping lists, recipe and restaurant recommendations, food logging, and more.",2014,1220000.0,5,2022-12-01,,San Francisco,California,United States,Techstars|XRC Ventures|Autism Impact Fund|Rockies Venture Club|Dreamit Ventures,Shai Rozen|Victor Chapela,30,"""AI-Driven Personalized Nutrition and Wellness Solutions""",http://www.suggestic.com/,https://www.linkedin.com/company/suggestic,0.15,15.0,3.5,10,unknown,0.85,4.0,3.5,0.1,3.0
Gimme,"Gimme helps food service and grocery delivery operators automate merchandising. The company’s technology provides management for operators of grocery, convenience, vending machines, micro markets, and office coffee, helping them deliver amazing customer experiences. Gimme’s use of artificial intelligence, computer vision and machine learning technologies impact not only their own products and services, but also how the unattended retail industry operates. The technology provides machine status data to help operators focus on cash accountability and inventory tracking to reduce stockouts, accelerate warehousing and restocking, and streamline product planning. The company’s hardware product, the Gimme Key, is now the #1 wireless DEX adapter for direct store delivery, using Bluetooth Low Energy technology, replacing outdated legacy handhelds previously used in the industry. For more information, visit http://www.vending.ai or connect with Gimme on Twitter.",2014,2200000.0,2,2018-03-01,1750000.0,Atlanta,Georgia,United States,Atlanta Ventures,Cory Hewett|Evan Jarecki,30,"""Automated Merchandising Solutions for Unattended Retail""",https://www.gimmevending.com/,https://www.linkedin.com/company/gimmevend/,1.5,10.0,3.5,20,unknown,0.85,4.0,3.5,0.5,3.5
Latch,"Latch is an operating system of software, products, and services. They were designed to help owners, residents, and third parties like guests, couriers, and service providers seamlessly experience the modern building.",2014,342120000.0,7,2021-06-07,190000000.0,New York,New York,United States,BlackRock|Wellington Management|Techstars|Primary Venture Partners|Brookfield Asset Management,Brian Jones|Luke Schoenfelder|Thomas Meyerhoffer,175,"""Smart Building Management Software Solutions""",http://www.latch.com/,https://www.linkedin.com/company/latch,7.3,28.4,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Dil Mil,"Dil Mil is the fastest growing matchmaking app for South Asian expats, disrupting the broken arranged marriage model and solving the privacy & usability concerns with existing outdated solutions. We're adding over 1,000+ new users per day and growing users & revenue over 50% month over month. Think Tinder meets JDate, but for South Asians. We have a solid team of experienced engineers and advisors who have successfully done this before. Under the hood we are solving one of the most complex real-time search & match problems using proprietary machine learning algorithms. The app is just the tip of the iceberg; the magic happens on the back-end.",2014,3700000.0,4,2018-01-01,,San Francisco,California,United States,500 Global|CSC Upshot|Hone Capital|Naval Ravikant|Social Discovery Group,KJ Dhaliwal|Sukhmeet Toor|Tom James H.|Tom James Holub,5,"""AI-Driven South Asian Matchmaking Mobile Application""",http://www.dilmil.co/,,0.5,20.0,3.5,10,growth,0.85,3.5,4.0,0.1,3.0
Discover Dollar,"Discover Dollar is a technology company that helps businesses identify and recover financial losses. They provide services such as revenue leakage recovery, cash flow optimization, and overpayment recovery. Discover Dollar uses data analytics and machine learning to identify financial losses, such as overpayments, pricing discrepancies, and contract non-compliance.",2014,146513.0,3,2021-02-24,,Middletown,Delaware,United States,Techstars|Creative Destruction Lab (CDL)|METRO Xcel|Amrita TBI|Lowe's Innovation Labs,Dheemanth Ramesh|Subrahmanya Rao Nattoja Shyara,75,"""AI-Driven Financial Loss Recovery Solutions""",https://www.discoverdollar.com/,https://www.linkedin.com/company/discoverdollar,0.3,25.0,2.5,10,unknown,0.85,3.0,2.5,0.15,2.8
Jacobi,"Jacobi is a next-generation intelligence platform for investment managers to customize and scale multi-asset portfolio design. Its risk and portfolio-construction tools enable practitioners to work and communicate through intuitive storyboards. Built with a multi-asset focus, their platform facilitates the transfer of manager insights, generating better investment ideas and deeper levels of engagement between an investment manager and client. Jacobi was founded in 2014 and is headquartered in San Francisco, California.",2014,24138680.0,6,2022-09-20,10000000.0,San Francisco,California,United States,Plug and Play|8VC|Illuminate Ventures|Queensland Investment Corporation|Nukkleus,Greg Knox|Tanya Bartolini|Tony Mackenzie,30,"""AI-Driven Multi-Asset Investment Management Platform""",https://www.jacobistrategies.com/,https://www.linkedin.com/company/jacobi-strategies,0.4197,53.65,3.5,10,growth,0.85,4.0,3.5,0.4197,3.0
Smart Moderation,"Smart Moderation is an innovative comment moderation technology that utilizes advanced AI capabilities. It employs state-of-the-art machine learning and natural language processing techniques to automatically identify and eliminate spam, unwanted ads, personal information, profanity, and abusive language across various digital platforms, including popular social networks like Facebook, Instagram, and YouTube. By leveraging a patent-pending AI architecture, Smart Moderation goes beyond traditional keyword blacklists and comprehends the meaning and tone behind each message. This cutting-edge approach ensures a remarkably accurate and unmatched service, setting it apart from any other company in the field. With its real-time operation 24/7, Smart Moderation acts as an invaluable tool for brand protection, guarding against trolls and spam and serving as an exceptional solution for reputation management. Founded in 2014, Smart Moderation is headquartered in San Francisco, California.",2014,239541.0,3,2016-09-01,200000.0,San Francisco,California,United States,Startupbootcamp|Startupbootcamp Istanbul|Startupbootcamp Istanbul,Ciler Ay|Mete Aktas,5,"""AI-Driven Content Moderation Solutions for Digital Platforms""",https://smartmoderation.com/,https://www.linkedin.com/company/smart-moderation,0.15,12.5,3.5,15,unknown,0.85,3.8,3.5,0.3,3.2
Compliance.ai,"Compliance.ai’s mission is to transform the way highly regulated organizations address compliance risk, and to modernize the rule making process for both the regulators and the regulated entities. Our platform automates complex compliance processes and workflows to foster collaboration, transparency and trust across all stakeholders. Taking advantage of a comprehensive collection of curated regulatory content, Compliance.ai enables compliance teams to stay abreast of regulatory changes as they occur, in near-real-time, helping them reduce exposure to non-compliance (audits and penalties, reducing uncertainty, and helping slash the cost/time traditionally associated with regulatory research.",2014,16000000.0,7,2022-08-02,6000000.0,San Francisco,California,United States,MassChallenge|Cota Capital|JAM FINTOP,Bobby Yazdani|Christopher Walker|Danielle Deibler|Kayvan Alikhani,30,"""Regulatory Compliance Automation for Financial Services""",https://www.compliance.ai/,https://www.linkedin.com/company/compliance.ai/,1.8,18.0,4.0,20,growth,0.85,4.5,3.8,0.5,3.8
Strongest AI,Strongest AI delivers data-driven products and solutions that help athletes maximize performance and competition organizers deliver memorable live and virtual experiences.,2014,1000000.0,2,2022-05-04,1000000.0,Franklin,Tennessee,United States,Third Prime|David Gilmore,,5,"""AI-Driven Sports Performance Optimization Solutions""",https://strongest.com/en/,https://www.linkedin.com/company/strongest-ai/,0.1,15.0,2.5,10,unknown,0.85,3.5,3.0,0.05,2.5
MondoBrain,"MondoBrain is an innovative Tech company which aims at developing the best decision making solution on the market for any kind of industries. Our Augmented Intelligence® Algorithm gathers Individual, Collective and Artificial Intelligence to provide accurate predictive scenarios",2014,15500000.0,1,2018-11-29,15500000.0,New York,New York,United States,Financière Japia|Finamar SAS|Steven Tye|Noreen Harrington|James Dailey,Greg Jennings,30,"""Augmented Intelligence Decision-Making Solutions for Enterprises""",https://www.mondobrain.com/,https://www.linkedin.com/company/mondobrain/,0.5,20.0,3.5,10,growth,0.85,4.0,3.5,0.5,3.0
Augur,"Augur is an open-source, decentralized prediction market platform. To gain large audience, Augur is built on Ethereum, a decentralized blockchain network similar to the Bitcoin network. Utilizing this technology, markets can effectively eliminate counterparty risk and centralized servers while creating a global market by employing cryptocurrencies such as bitcoin. Augur predicts the next election, short a cryptocurrency, or hedge against disaster.",2014,5300000.0,4,2019-07-01,,San Francisco,California,United States,KR1|Starchain Capital|Alexis Berthoud|George Burke,Jack Peterson|Joey Krug,5,"""Decentralized Prediction Market and Analytics Platform""",http://www.augur.net/,https://www.linkedin.com/company/augur-net,0.05,35.0,2.5,5,unknown,0.85,3.0,2.5,0.02,2.0
Uptake Technologies,"Uptake Technologies develops a predictive analytics platform. Its platform analyzes data to predict and prevent failures, uncover hidden profits, and discover new opportunities in healthcare, insurance, locomotives, construction, manufacturing, and other industries that offer a platform for equipment monitoring, diagnostic troubleshooting, event and condition prediction, and task management to improve uptime, streamline operations, and spot growth opportunities.",2014,218000000.0,5,2019-03-25,,Chicago,Illinois,United States,New Enterprise Associates|GreatPoint Ventures|Lightbank|Baillie Gifford|BloombergNEF,Bradley Keywell,175,"""Predictive Analytics for Industrial Equipment Optimization""",http://www.uptake.com/,http://linkedin.com/company/uptake,1.5,15.0,3.5,15,unknown,0.85,4.2,3.8,0.5,3.5
