Organization Name,Organization Name URL,Industries,Headquarters Location,Founded Date,Founded Date Precision,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Description,CB Rank (Organization),Stage,CB Rank (Company),Number of Funding Rounds,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Founders,Founders,Number of Employees,Industry Groups,School Type,School Program,Operating Status,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description
Jolt AI,https://www.crunchbase.com/organization/multiple,"Artificial Intelligence (AI), Developer Tools, Information Technology, Software","San Francisco, California, United States",2022-01-01,year,2250000,USD,2250000,AI for 100k+ line codebases,"37,830",,"34,518",1,2023-03-14,2250000,USD,2250000,2250000,USD,2250000,"Alumni Ventures, 8-Bit Capital, Engineering Capital",2,3,1,Yev Spektor,1-10,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://www.usejolt.ai,https://x.com/useJoltAi,,https://www.linkedin.com/company/usejoltai/,"Jolt is an AI codegen and chat tool for 100k to multi-million line codebases that automatically identifies context files, handles multi-file changes, and matches your code style. Use Jolt in the web or in your favorite VSCode-based and JetBrains IDEs"
Aurelian,https://www.crunchbase.com/organization/aurelian,"Artificial Intelligence (AI), Call Center, Software","Houston, Texas, United States",2022-01-01,year,500000,USD,500000,"Aurelian is an AI platform designed to automate routes, triage, and resolve non-emergency police calls.","38,058",,"34,726",1,2022-09-07,500000,USD,500000,500000,USD,500000,Y Combinator,1,1,2,"James Liu, Max Keenan",1-10,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://www.aurelian.io/,,,https://www.linkedin.com/company/aureliansystem/,
Conflixis,https://www.crunchbase.com/organization/conflixis,"Artificial Intelligence (AI), Risk Management, Software","Brooklyn, New York, United States",2022-01-01,year,4475000,USD,4475000,Conflixis develops conflict monitoring platform intended to manage conflicts inside organizations.,"38,309",,"34,959",2,2024-11-09,4200000,USD,4200000,4475000,USD,4475000,"Lerer Hippeau, Origin Ventures, SpringTime Ventures, Mark Ventures, Crētiv Capital",2,5,,,1-10,"Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",,,Active,For Profit,https://www.conflixis.com,,,https://www.linkedin.com/company/conflixis,Conflixis develops conflict monitoring platform intended to manage conflicts inside organizations.
Respell,https://www.crunchbase.com/organization/respell,"Artificial Intelligence (AI), Big Data, Cloud Computing, Machine Learning, Software","San Francisco, California, United States",2022-01-01,year,4750000,USD,4750000,Respell is a software company that specializes in no-code application and cost-effective to deploying AI-powered applications.,"38,493",,"35,136",2,2023-12-05,4750000,USD,4750000,4750000,USD,4750000,"Craft Ventures, Abstract, Arash Ferdowsi, Scott Belsky, Davidovs Venture Collective",1,12,,,1-10,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",,,Active,For Profit,https://www.respell.ai/,https://twitter.com/respellai,,https://www.linkedin.com/company/respellai/,Respell is a software company that specializes in no-code application and cost-effective to deploying AI-powered applications.
Odynn,https://www.crunchbase.com/organization/card-curator,"Analytics, Apps, Artificial Intelligence (AI), Finance, Financial Services, Loyalty Programs, Mobile Apps, Security, Software","Lakeville, Connecticut, United States",2022-01-01,year,3325000,USD,3325000,"Embedded Loyalty, Fintech, Next-Gen Program Manager, AI/ML","39,026",,"35,632",3,2023-01-15,2000000,USD,2000000,3325000,USD,3325000,,,,3,"Anuj Patel, Bruce Garner, John Taylor Garner",11-50,"Apps, Artificial Intelligence (AI), Data and Analytics, Financial Services, Mobile, Privacy and Security, Sales and Marketing, Science and Engineering, Software",,,Active,For Profit,https://www.odynn.com/,https://twitter.com/odynnawayz,https://www.facebook.com/odynncc,https://www.linkedin.com/company/odynn/,"Odynn is an AI-powered, fully modular platform that helps fintechs, banks, card issuers, and travel companies launch embedded travel, loyalty, and rewards programs. Its white-label solution and APIs drive cardholder engagement while unlocking new revenue streams. Think Shopify for loyalty and travel. Current travel loyalty programs offer limited customizations, low engagement, high development cost, and lack of embedded financial features. We are solving the serious customer retention problem and lack of card use in the credit card industry today. There are more banks issuing more rewards credit cards than ever before and there are only a finite number of ways to differentiate your product on the issuing side. Yet there are really only two players on the acquiring side when it comes to travel redemption, Expedia and Booking.com. Banks know travel redemption is the solution to their problem. They just don't know how to do it properly. Odynn makes your cardholders stickier and generates significant revenue in a way that not only benefits your customers but also makes them happy! We know the name of the game is retention. Odynn not only increases retention and reduces churn, but also increases card spend, reduces CAC, provides diversified revenue, and ultimately increases customer lifetime value.  Our B2B partners can:  License our loyalty pricing and/or Traveler DNA APIs for standard SaaS fees Embed our white label loyalty travel portal charged per user Embed our holistic travel portal as a white label, where we pay our partners upwards of 70% of the net travel booking commissions Subscribe to our loyalty pricing data priced per volume"
getcrux,https://www.crunchbase.com/organization/crux-7f13,"Advertising, Analytics, Artificial Intelligence (AI), Marketing","Dover, Delaware, United States",2022-01-01,year,2560000,USD,2560000,GetCrux is an AI Copilot for Performance Marketing. We help media buyers take the right actions at the right time and boost performance.,"39,071",,"35,675",3,2024-03-01,500000,USD,500000,2560000,USD,2560000,"Y Combinator, First Cheque, Emergent Ventures, Neon Fund, Aayush Phumbhra",2,9,3,"Atharva Padhye, Himank Jain, Prabhat Singh",1-10,"Advertising, Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software",,,Active,For Profit,https://getcrux.ai/,https://twitter.com/getcruxai,,https://www.linkedin.com/company/getcruxai/,
Pilot AI,https://www.crunchbase.com/organization/pilot-ai,"Artificial Intelligence (AI), Software","San Francisco, California, United States",2022-01-01,year,2700000,USD,2700000,Pilot AI operates as a tool that automatically turns call recording into structured information.,"39,094",,"35,696",2,2023-03-21,2200000,USD,2200000,2700000,USD,2700000,"Y Combinator, Liquid 2 Ventures, Arash Ferdowsi, Emmett Shear",1,4,1,Maxwell Lu,11-50,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://www.getpilot.ai,,,https://www.linkedin.com/company/pilot-ai,Pilot AI operates as a tool that automatically turns call recording into structured information.
Morgan Crest,https://www.crunchbase.com/organization/morgan-crest,"Angel Investment, Artificial Intelligence (AI), Blockchain, Decentralized Finance (DeFi), Software, Venture Capital","New York, New York, United States",2022-01-02,day,1900000,USD,1900000,"Morgan Crest is an investment advisory and capital partner working with founders, family offices, and emerging funds.","39,370",,"35,954",3,2024-09-09,800000,USD,800000,1900000,USD,1900000,"Berachain, Finance Yorkshire, Olympus DAO, Frax Finance, Victus Capital",4,5,1,Larry Morgan,11-50,"Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Financial Services, Lending and Investments, Other, Science and Engineering, Software",,,Active,For Profit,https://www.morgan-crest.com/,https://x.com/MorganCrestWeb3,,https://www.linkedin.com/in/morgancrestfoundation/,"Morgan Crest is an investment advisory and capital partner working with founders, family offices, and emerging funds. It supports ventures in Web3, AI, and frontier markets. The firm provides financial strategy and facilitates access to markets for its clients."
DiploAI,https://www.crunchbase.com/organization/diploai,"Artificial Intelligence (AI), Data Center, SaaS","New York, New York, United States",2022-01-01,year,150000,USD,150000,Regulatory intelligence platform for mobility manufacturers,"39,457",,"36,036",2,2023-11-16,,,,150000,USD,150000,"SBXi, (ERA) Entrepreneurs Roundtable Accelerator, Laconia",,3,,,11-50,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://diplo-ai.com/,,,https://www.linkedin.com/company/diploai/,
Unwind Finance,https://www.crunchbase.com/organization/unwind-finance,"Analytics, Artificial Intelligence (AI), Information Technology, Insurance, InsurTech, Real Time","San Francisco, California, United States",2022-01-01,year,8464990,USD,8464990,Unwind Finance transforms insurance risk into an accessible asset class with AI-driven transparency and liquidity.,"39,485",,"36,063",1,2025-01-10,8464990,USD,8464990,8464990,USD,8464990,,,,1,Anirudha Balasubramanian,1-10,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Other, Science and Engineering, Software",,,Active,For Profit,https://unwindfinance.com,,,https://www.linkedin.com/company/unwind-finance,"Unwind Finance specializes in leveraging data analytics and digital asset infrastructure to transform insurance risk into a manageable and accessible asset class. With a focus on clarity and liquidity for insurance risk, the company employs artificial intelligence to enhance transparency, liquidity, and innovation at the intersection of finance and insurance. Unwind Finance's technology reads, parses, and organizes critical details from insurance files, extrapolating claim outcomes and planning interventions. This approach aims to revolutionize the way insurance risk is viewed and managed, making it easier for stakeholders to navigate and benefit from this trillion-dollar asset class."
3Laws Robotics,https://www.crunchbase.com/organization/3laws-robotics,"Intelligent Systems, Robotics, Software","Pasadena, California, United States",2022-01-01,year,4100000,USD,4100000,3Laws Robotics provides dynamics safety guardrails for autonomous and human operated systems.,"39,704",,"36,268",1,2024-10-03,4100000,USD,4100000,4100000,USD,4100000,"TenOneTen Ventures, Amazon Industrial Innovation Fund, Sand Hill North",1,3,2,"Andrew Singletary, Thomas Gurriet",1-10,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",,,Active,For Profit,https://3laws.io/,,,https://www.linkedin.com/company/3laws/,3Laws Robotics provides dynamics safety guardrails for autonomous and human operated systems.
Daxa,https://www.crunchbase.com/organization/daxa,"Artificial Intelligence (AI), Cloud Data Services, Cloud Security, Information Technology, Security","Cupertino, California, United States",2022-01-01,year,3125000,USD,3125000,"Daxa enables organizations to create compliant, secure, and responsible Gen AI apps.","39,729",,"36,292",2,2024-08-22,,,,3125000,USD,3125000,Dreamit Ventures,,1,3,"Huseni Saboowala, Malav Patel, Sridhar Ramaswamy",11-50,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Privacy and Security, Science and Engineering, Software",,,Active,For Profit,https://www.daxa.ai/,,,https://www.linkedin.com/company/cloud-defense-inc/,"Daxa enables organizations to create compliant, secure, and responsible Gen AI applications. These apps help in elevating data transparency, compliance, and security to enforce emerging AI regulations on Gen AI apps and restricted data."
Shuffll,https://www.crunchbase.com/organization/shuffll,"Artificial Intelligence (AI), Enterprise Software, Generative AI, Marketing, SaaS, Software","New York, New York, United States",2022-01-01,year,3000000,USD,3000000,"Shuffll powers embedded, scalable video creation through AI-powered modular infrastructure for SaaS platforms, enterprises, and ecosystems.","39,731",,"36,294",1,2024-06-01,3000000,USD,3000000,3000000,USD,3000000,iAngels,1,1,2,"-- --, Isaac Gili",11-50,"Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software",,,Active,For Profit,https://shuffll.com,,https://www.facebook.com/shuffll/,https://www.linkedin.com/company/shuffll/,"Shuffll provides modular video infrastructure that powers scalable, branded content creation across businesses and platforms, similar to how Stripe powers payments and Twilio powers communications. Companies use Shuffll directly to automate AI-human video workflows for sales, marketing, and onboarding. Partners, on the other hand, embed Shuffll via API, white-label, or iframe to offer video creation as a native product capability. As video creation becomes baseline infrastructure across SaaS ecosystems, Shuffll is positioned as the programmable engine that operationalizes trust-building, personalized content at scale."
Bitpart AI,https://www.crunchbase.com/organization/bitpart-ai,"Artificial Intelligence (AI), Gaming, Online Games","Boston, Massachusetts, United States",2022-01-01,year,6870000,USD,6870000,Bitpart AI provides game developers of any level with pre-trained non-player characters for games.,"39,734",,"36,297",3,2024-03-01,5370000,USD,5370000,6870000,USD,6870000,"Crane Venture Partners, E14 Fund, LVP, Converge, TIRTA Ventures",1,7,1,Jeff Orkin,1-10,"Artificial Intelligence (AI), Data and Analytics, Gaming, Science and Engineering, Software",,,Active,For Profit,https://www.bitpart.ai/,,,https://www.linkedin.com/company/bitpart-ai/,"Bitpart AI provides game developers of any level with pre-trained non-player characters for games. Using generative AI and automated planners, characters come with intelligence, behaviors, and dialogue; can interact with objects in the world and dynamically converse with each other; and can be dropped into any game engine or user-generated content (UGC) platform."
Bavovna AI,https://www.crunchbase.com/organization/bavovna-ai,"Aerospace, Artificial Intelligence (AI), Autonomous Vehicles, Cloud Computing, Drones, Information Technology, Manufacturing, Navigation, Robotics, Security","San Francisco, California, United States",2022-01-01,year,2700000,USD,2700000,"Dual-use tech company, AI-driven Hybrid Navigation for UV operating in GPS-denied and EW threatened environments","39,749",,"36,312",2,2024-11-15,2700000,USD,2700000,2700000,USD,2700000,"Presto Ventures, Network.VC, Allied Venture Partners",1,3,1,Pramax Prasolov,101-250,"Artificial Intelligence (AI), Consumer Electronics, Consumer Goods, Data and Analytics, Hardware, Information Technology, Internet Services, Manufacturing, Navigation and Mapping, Privacy and Security, Science and Engineering, Software, Transportation",,,Active,For Profit,https://bavovna.ai/,https://x.com/ai_navigation,,https://www.linkedin.com/company/bavovna-ai/,"Bavovna Inc., a Delaware C-corp, is a dual-use tech company primarily focusing on AI-driven alternative navigation for Unmanned Vehicles operating in GPS-denied and Electronic Warfare (EW) threatened environments. Bavovna combines fully NDAA complaint modular hardware and SaaS AI software for aerial, surface, and subsurface UV platforms to address malicious and natural challenges to Position, Navigation, and Timing (PNT) systems. Bavovna has tested its solutions widely in Ukraine, EMEA, and the US for different types of UAVs, including VTOL, fixed-wing, multi-copters, and surface and underwater vehicles."
ARQA,https://www.crunchbase.com/organization/altair-wealth-systems,"Artificial Intelligence (AI), Data Integration, Financial Services, Generative AI, Information Services, Information Technology, Predictive Analytics, Software, Wealth Management","Miami, Florida, United States",2022-01-01,year,6500000,USD,6500000,"Next-level wealth management leveraging Artificial Intelligence for RIAs, family offices, and HNW individuals.","39,817",,"36,375",1,2022-08-18,6500000,USD,6500000,6500000,USD,6500000,,,,2,"Haik Sahakyan, Pete DiLorenzo",11-50,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://arqa.ai/,https://twitter.com/ARQA_AI,https://www.facebook.com/people/ARQA-AI/61554751560126/,https://www.linkedin.com/company/arqa-ai/,"ARQA is on a mission to empower high-net-worth individuals, family offices, investment advisors, and institutions by delivering swift and insightful access to extensive information within their portfolios. Our goal is to enhance their day-to-day operations, making tasks more efficient and impactful. At the forefront of the financial AI revolution, ARQA is dedicated to offering AI-enabled applications that empower financial professionals to make informed decisions. We drive success through advanced and intelligent capabilities, ensuring our clients thrive in the ever-evolving financial landscape."
ChainML,https://www.crunchbase.com/organization/chain-ml,"Artificial Intelligence (AI), Blockchain, Information Technology, Machine Learning, Web3","San Francisco, California, United States",2022-06-06,day,10200000,USD,10200000,a comprehensive solution to integrate customizable generative AI into applications using production-grade AI agents.,"39,821",,"36,378",3,2024-05-13,6200000,USD,6200000,10200000,USD,10200000,"Alumni Ventures, Hack VC, Figment Capital, Hashkey Exchange, Foresight Ventures",2,11,3,"David Mueller, Ethan Jackson, Ron Bodkin",11-50,"Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Information Technology, Internet Services, Other, Science and Engineering, Software",,,Active,For Profit,https://www.chainml.net,https://twitter.com/chainml_,,https://www.linkedin.com/company/chainml/about,"ChainML has developed Council, an open-source platform for rapidly developing customized generative AI applications using collaborating ‘agents’. The platform enables the robust deployment and monitoring of generative AI models ensuring they can be operated with confidence and accuracy. ChainML works with clients on ideation, education, adoption, and implementation; from an AI product idea to a scalable, affordable, and Web3 enabled deployment."
Arcwise,https://www.crunchbase.com/organization/arcwise,"Analytics, Machine Learning","San Francisco, California, United States",2022-01-01,year,1000000,USD,1000000,"Arcwise is a low-code platform for data apps that makes Python, SQL, and machine learning available to everyone.","39,855",,"36,410",1,2022-09-13,1000000,USD,1000000,1000000,USD,1000000,Sequoia Capital,1,1,,,1-10,"Artificial Intelligence (AI), Data and Analytics, Software",,,Active,For Profit,https://arcwise.app,https://twitter.com/arcwisedata,,https://linkedin.com/company/arcwisedata,"Arcwise is a low-code platform for data apps that makes Python, SQL, and machine learning available to everyone. With Arcwise, users can import data from all their sources scalably and quickly, get insights fast with AI-assisted analytics and visualizations, and automate workflows and build dashboards for their stakeholders. Arcwise includes pre-written recipes for data transformations, cleaning, and even machine learning modeling."
Rising Tide,https://www.crunchbase.com/organization/rising-tide-ed9c,"Artificial Intelligence (AI), Blockchain, Logistics","Richmond, Virginia, United States",2022-01-01,year,1200000,USD,1200000,Rising Tide is the first blockchain-enabled AI solution for the logistics and services industries.,"40,498",,"37,011",2,2025-05-19,1200000,USD,1200000,1200000,USD,1200000,"Virginia Venture Partners, Fuel",2,2,,,11-50,"Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Other, Science and Engineering, Software, Transportation",,,Active,For Profit,https://www.risingtide.us/groundswell,,,https://www.linkedin.com/company/rising-tide-analytics/,"Rising Tide is the first blockchain-enabled AI solution for the logistics and services industries, automating processes and empowering frontline personnel."
CodeComply.Ai,https://www.crunchbase.com/organization/codecomply-ai,"Architecture, Artificial Intelligence (AI), Software","Miami, Florida, United States",2022-01-01,year,2000000,USD,2000000,CodeComply.Ai provides AI-driven solutions for code compliance and regulatory adherence.,"40,966",,"37,447",1,2025-01-16,2000000,USD,2000000,2000000,USD,2000000,"GOVO Venture Partners, Jon Fels, Gil dezer",1,3,4,"Matthew Foley, Michael Sheehan, Patrick E. Murphy, Patrick Hughes",11-50,"Artificial Intelligence (AI), Data and Analytics, Real Estate, Science and Engineering, Software",,,Active,For Profit,http://www.codecomply.ai,https://x.com/codecomply_ai,https://www.facebook.com/CodeComplyAI/,https://www.linkedin.com/company/codecomply-ai/,
Mbue,https://www.crunchbase.com/organization/mbue,"Artificial Intelligence (AI), Developer Tools, Machine Learning, Quality Assurance, Software","Austin, Texas, United States",2022-01-01,year,1920000,USD,1920000,"Mbue provides AI-based quality control tools to help architecture, engineering, and construction firms achieve better results.","40,981",,"37,463",2,2024-09-17,1800000,USD,1800000,1920000,USD,1920000,"Techstars, Everywhere Ventures, Geek Ventures, The MBA Fund, Factorial Capital",1,7,,,1-10,"Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",,,Active,For Profit,https://www.mbue.ai,,,https://www.linkedin.com/company/mbue,"Mbue provides AI-based quality control tools to help architecture, engineering, and construction firms achieve better results. The company aims to enable architecture and construction firms to create and automate quality control processes with beautifully designed, user-friendly products. Mbue is located in Austin, Texas."
Lekko,https://www.crunchbase.com/organization/lekko,"Artificial Intelligence (AI), Developer APIs, Developer Tools, Software, Software Engineering","San Francisco, California, United States",2022-04-01,month,4500000,USD,4500000,Lekko is building the next generation of feature flagging inspired by best in class FAANG technology.,"41,013",,"37,492",1,2024-07-10,4500000,USD,4500000,4500000,USD,4500000,"BoxGroup, Lux Capital, Addition, SV Angel, Abstraction Capital",2,8,,,1-10,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://lekko.com,,,https://www.linkedin.com/company/lekkodev,
VideoGen,https://www.crunchbase.com/organization/videogen,"Artificial Intelligence (AI), Social Media, Video","San Francisco, California, United States",2022-12-22,day,500000,USD,500000,VideoGen is an AI tool that empowers users to create and edit professional-quality videos with ease.,"41,019",,"37,497",1,2024-07-01,500000,USD,500000,500000,USD,500000,"Y Combinator, Pioneer Fund, Mento VC, Unpopular Ventures",1,4,2,"Anton Koenig, David Grossman",1-10,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Media and Entertainment, Science and Engineering, Software, Video",,,Active,For Profit,https://videogen.io,https://twitter.com/VideoGenApp,https://www.facebook.com/VideoGenApp,https://www.linkedin.com/company/videogen,"VideoGen is revolutionizing video creation. By harnessing the power of AI, VideoGen reduces the traditionally time-consuming process of creating professional videos to just a few seconds. With a robust library of copyright-free assets, multiple unique voice options, and support for numerous languages, VideoGen is helping content creators, marketers, and businesses worldwide create engaging videos effortlessly."
OpenSight,https://www.crunchbase.com/organization/opensight,"Artificial Intelligence (AI), Information Services, Information Technology","San Francisco, California, United States",2022-01-01,year,500000,USD,500000,OpenSight provides AI-powered customer support automation services.,"41,125",,"37,597",1,2023-04-05,500000,USD,500000,500000,USD,500000,Y Combinator,1,1,3,"Jeffery Huang, Ruoni Wang, Victoria Wan",1-10,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://opensight.ai,https://twitter.com/OpenSightAI,https://www.facebook.com/profile.php?id=100090450007630,https://www.linkedin.com/company/opensightai,"OpenSight provides accurate solutions and resolution paths, resulting in significant cost savings and increased customer satisfaction."
Roboto AI,https://www.crunchbase.com/organization/roboto-ai,"Artificial Intelligence (AI), Cloud Data Services, Robotics, Software","Seattle, Washington, United States",2022-01-01,year,4800000,USD,4800000,"Roboto AI is a technology business that accelerates the search, transformation, and analysis of robotics data.","41,263",,"37,724",1,2023-04-05,4800000,USD,4800000,4800000,USD,4800000,"Unusual Ventures, FUSE, Allen Institute for Artificial Intelligence",1,3,2,"Benji Barash, Yves Albers-Schoenberg",1-10,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Internet Services, Science and Engineering, Software",,,Active,For Profit,https://www.roboto.ai,https://twitter.com/roboto_ai,,https://www.linkedin.com/company/robotoai,"Roboto AI is a technology business that accelerates the search, transformation, and analysis of robotics data. The company is building a first-of-its-kind data engine for robotics companies that have to pour through petabytes of sensor data and logs to find edge cases and debug system failures. Roboto AI was spun out of the Allen Institute for Artificial Intelligence (AI2) and is based in Seattle and Zürich. The company is backed by several investors including Unusual Ventures and FUSE."
Trends,https://www.crunchbase.com/organization/trends-9518,"Analytics, Big Data, Business Intelligence, Generative AI, Information Technology","San Francisco, California, United States",2022-01-15,day,1000000,USD,1000000,AI-backed business intelligence SaaS platform,"41,300",,"37,760",1,2022-11-03,1000000,USD,1000000,1000000,USD,1000000,,,,1,Mary-Queenie Adam,1-10,"Artificial Intelligence (AI), Data and Analytics, Information Technology",,,Active,For Profit,http://trends.luckydodo.com/,,,https://www.linkedin.com/company/trendsbyluckydodo/,"Trends is an AI-backed business intelligence platform SaaS platform providing hyper-local and granular data to brands about their consumer, the industry and their competitors' consumer bases. The data is collected directly from consumers through a free lucky draw on our entertainment website, where people can participate for free to win anything they dream of at the brands they love the most."
GIFTS NY,https://www.crunchbase.com/organization/gifts-ny,"E-Commerce, Fashion, Machine Learning, Manufacturing, Marketplace","Middletown, Delaware, United States",2022-01-01,year,270000,USD,270000,GIFTS NY works as an e-commerce store to list independent fashion brands and provide the necessary tools and services to reach new markets,"41,450",,"37,895",2,2023-02-02,220000,USD,220000,270000,USD,270000,,,,1,Sara Fawzy,1-10,"Artificial Intelligence (AI), Clothing and Apparel, Commerce and Shopping, Data and Analytics, Design, Manufacturing, Software",,,Active,For Profit,https://www.giftsny.com,,https://www.facebook.com/GiftsNYOnline,https://www.linkedin.com/company/giftsny,"GIFTS NY works as an e-commerce store to list independent fashion brands and provide the necessary tools and services to reach new markets to sell sustainable and eco-friendly products, from leather goods to apparel and clothing."
FrodoBots Lab,https://www.crunchbase.com/organization/frodobots-lab,"Artificial Intelligence (AI), Information Technology, Robotics","Weston, Florida, United States",2022-01-01,year,6000000,USD,6000000,FrodoBots Lab is a pioneer in crowdsourcing robotics data through gaming.,"41,475",,"37,917",1,2025-02-13,6000000,USD,6000000,6000000,USD,6000000,"Fabric Ventures, Tioga Capital Partners, Big Brain Holdings, Virtuals Protocol, Sfermion",1,13,1,Michael Cho,11-50,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://www.frodobots.ai,https://x.com/frodobots,,https://www.linkedin.com/company/frodobots-lab/,FrodoBots Lab is pioneering advancements in Embodied AI research at the intersection of crypto and gaming.
MyRUCK,https://www.crunchbase.com/organization/myruck,"Artificial Intelligence (AI), Human Resources, Information Technology, Predictive Analytics, Software","Los Angeles, California, United States",2022-04-20,day,225000,USD,225000,HR SaaS for People Teams with Veteran and Military-Connected Employees,"41,691",,"38,126",2,2023-11-15,125000,USD,125000,225000,USD,225000,"Sunstone Management, RevHubOC",1,2,1,Vic Hill,1-10,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,Active,For Profit,https://www.myruck.ai,https://twitter.com/myruck_ai,https://www.facebook.com/MyRuckai,https://www.linkedin.com/company/myruck,"MyRUCK is an HR SaaS for enterprise and public sector people teams leveraging Deep Learning to decrease labor costs and maximize ROI. Tailored for Veteran and Military-Connected Employees, our platform offers unmatched Veteran and corporate benefits analysis and eligibility insights, enabling employers to make informed decisions about total rewards and benefits management, talent management, and create a supportive workplace for their valued service members. It was founded in 2021 and is located in Los Angeles, California."
Mirage,https://www.crunchbase.com/organization/mirageml,"3D Technology, Artificial Intelligence (AI), Generative AI","San Francisco, California, United States",2022-01-01,year,1200000,USD,1200000,Mirage builds custom LLMs,"41,780",,"38,209",1,2023-03-09,1200000,USD,1200000,1200000,USD,1200000,"Sequoia Capital, Pareto Holdings, Edward Lando, Nadav Ben-Chanoch, Ashkan Mizani",1,5,3,"Aman Kishore, Mayank Kishore, Sree Tripuramallu",1-10,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",,,Closed,For Profit,https://mirageml.com/,https://twitter.com/mirage_ml,,https://www.linkedin.com/company/mirageml,Custom LLMs to accelerate your productivity!
Workgrounds,https://www.crunchbase.com/organization/workgrounds,"Artificial Intelligence (AI), Data Management, Travel","Remote, Oregon, United States",2022-01-01,year,2600000,USD,2600000,Workgrounds is automates the process of booking and managing hotel room blocks for companies.,"41,886",,"38,310",1,2024-11-05,2600000,USD,2600000,2600000,USD,2600000,"Hannah Grey, Oceans, Volo Ventures, deftly.vc",,4,2,"Garrett Ullom, Nikhil Sethi",1-10,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Travel and Tourism",,,Active,For Profit,https://www.workgrounds.com,,,https://www.linkedin.com/company/work-grounds,"Workgrounds is an end-to-end platform that automates the process to source, book, and manage hotel room blocks at scale for enterprises."
Invo Station,https://www.crunchbase.com/organization/invo-station,"Artificial Intelligence (AI), Autonomous Vehicles, Electric Vehicle, Manufacturing, Sustainability","San Francisco, California, United States",2022-09-16,day,10000000,USD,10000000,Autonomous Electric Flying Vehicle.,"42,461",,"38,851",2,2024-09-15,5000000,USD,5000000,10000000,USD,10000000,,,,1,Leo Kayali,1-10,"Artificial Intelligence (AI), Data and Analytics, Manufacturing, Science and Engineering, Software, Sustainability, Transportation",,,Active,For Profit,https://invostation.com/,https://twitter.com/InvoStation,https://www.facebook.com/profile.php?id=100084066443624,https://www.linkedin.com/company/Invostation,Autonomous electric flying vehicles manufacturer. Personal transportation vehicle with a capacity 3-6 passengers for a range of 300miles.
ConnectUs,https://www.crunchbase.com/organization/connectus-5a37,"Artificial Intelligence (AI), Enterprise Software, Human Resources, Software","Miami, Florida, United States",2022-06-13,day,200000,USD,200000,ConnectUs is an AI assistant for managers.,"42,624",,"39,002",1,2022-02-08,200000,USD,200000,200000,USD,200000,Antler,1,1,1,Teodoro Gonzalez,1-10,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,http://www.joinconnectus.com,https://twitter.com/connectus2021/,,https://www.linkedin.com/company/connectus-llega,"ConnectUs provides people technology, employee relationship management, performance management, learning and development, and human resources services. They also offer meeting scheduling assistant and suggested conversation starters."
